model,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__max_features,param_model__min_samples_leaf,param_model__min_samples_split,param_model__n_estimators,params,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_mcc,split1_test_mcc,split2_test_mcc,split3_test_mcc,split4_test_mcc,mean_test_mcc,std_test_mcc,rank_test_mcc,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_test_pr_auc,split1_test_pr_auc,split2_test_pr_auc,split3_test_pr_auc,split4_test_pr_auc,mean_test_pr_auc,std_test_pr_auc,rank_test_pr_auc,param_model__colsample_bytree,param_model__learning_rate,param_model__subsample,param_model__min_child_samples,param_model__num_leaves,param_model__activation,param_model__alpha,param_model__hidden_layer_sizes,param_model__learning_rate_init
RF,5.088146638870239,0.18735836924972932,5.0904844284057615,0.6458755260988758,,log2,1.0,2.0,300.0,"{'model__max_depth': None, 'model__max_features': 'log2', 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 300}",0.41207815275310833,0.3915343915343915,0.35947712418300654,0.410958904109589,0.375886524822695,0.38998701948055803,0.020297340392750614,69,0.2752014646464253,0.24671261506099515,0.1851014431229492,0.2630780061588682,0.22895675247978456,0.2398100562938045,0.03147195943184122,69,0.6928475775644549,0.68820842760181,0.6730641968325791,0.6867832633527472,0.6791347803512574,0.6840076491405698,0.007028497807210217,67,0.4197153521275564,0.40301069925132094,0.38696963981083776,0.4039750954447033,0.41333807100199826,0.4054017715272833,0.011093777984426718,68,,,,,,,,,
RF,9.288778352737427,1.1843960699043743,5.062541198730469,0.4062646910360784,,log2,1.0,2.0,500.0,"{'model__max_depth': None, 'model__max_features': 'log2', 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 500}",0.4154929577464789,0.39436619718309857,0.3583061889250814,0.42662116040955633,0.3858407079646018,0.3961254424457634,0.023850602118833268,67,0.27685874620810313,0.24975875451626928,0.18276734324430344,0.2819512755730893,0.24095694619020752,0.24645861314639453,0.035444701466943895,67,0.6943629213007992,0.6847454751131221,0.6715738122171946,0.686738114587566,0.6788497787710506,0.6832540203979466,0.007662840677095523,72,0.420546166164749,0.40152792589765185,0.38693648877149456,0.40411075280210795,0.4136617159345876,0.40535660991411815,0.011447351215479816,70,,,,,,,,,
RF,6.500006866455078,0.5316106572746996,3.443339538574219,0.18205113891318403,,log2,1.0,5.0,200.0,"{'model__max_depth': None, 'model__max_features': 'log2', 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 200}",0.41975308641975306,0.4131944444444444,0.36333333333333334,0.4241379310344828,0.3892857142857143,0.40194090190354564,0.022747845452899783,61,0.28274772874739224,0.26945939333676333,0.19520579560324142,0.28163922700950367,0.24801465809391673,0.25541336055816344,0.03259431382373607,57,0.696707122820372,0.6883526583710408,0.676210407239819,0.6952162061492618,0.6800814935211521,0.6873135776203292,0.00809139482183703,60,0.43002930836066056,0.41002464892311735,0.39804138964042746,0.4182096234197051,0.4227018147252968,0.4158013570138414,0.010996703694351441,60,,,,,,,,,
RF,4.619432401657105,0.5626450508483377,5.763372230529785,0.7374451490600183,,log2,1.0,5.0,300.0,"{'model__max_depth': None, 'model__max_features': 'log2', 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 300}",0.42328042328042326,0.4097222222222222,0.3627287853577371,0.42589437819420783,0.3872113676731794,0.4017674353455539,0.023849913854415813,63,0.287191762135032,0.2650788145277406,0.1939941571051163,0.28057102542771556,0.24376154804336128,0.2541194614477932,0.03357352624332227,59,0.6973132603149095,0.6882466063348417,0.6762089932126697,0.6930829269944467,0.681970687164206,0.6873644948042148,0.00756300071757126,57,0.43373142151067123,0.4113052208323147,0.3999697763507871,0.41600930548643184,0.4221826927247334,0.41663968338098767,0.011221337997290703,57,,,,,,,,,
RF,6.7673944473266605,0.6323374495364873,5.814403867721557,0.4662586452106308,,log2,1.0,5.0,500.0,"{'model__max_depth': None, 'model__max_features': 'log2', 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 500}",0.4288224956063269,0.4125874125874126,0.3712374581939799,0.42214532871972316,0.3835125448028674,0.40366104798206204,0.022412935644902876,57,0.29313940437545244,0.2706775763942976,0.2061294232717538,0.2800901125269461,0.24185916169391927,0.25837913565247383,0.031092881586231264,33,0.6990936130023541,0.6917307692307691,0.6775339366515838,0.6920642579800442,0.6847981285836833,0.6890441410896869,0.007319076320567106,53,0.43728585118316293,0.41347086551245094,0.3995447438998789,0.4143395985091235,0.424173670941534,0.4177629460092301,0.012524259433455729,49,,,,,,,,,
RF,5.73000922203064,0.23963088568637522,3.921420955657959,0.04193955130953805,,log2,2.0,2.0,200.0,"{'model__max_depth': None, 'model__max_features': 'log2', 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 200}",0.43356643356643354,0.42735042735042733,0.3790849673202614,0.4170940170940171,0.3880070546737213,0.4090205800009722,0.021639647736759943,31,0.2975944483602999,0.2830674540708555,0.2100993476988648,0.27036584216512244,0.2426212096846119,0.26074966039595093,0.031119730615727523,21,0.6994544762549161,0.6944796380090499,0.687768665158371,0.6946885299562056,0.6842746850873629,0.6921331988931811,0.005411875636636911,44,0.45293462735985873,0.41837119278716284,0.40517324852176245,0.4143657484133961,0.4313224510837592,0.42443345363318785,0.0165459383871928,41,,,,,,,,,
RF,6.20864634513855,0.8100478862044991,4.536083078384399,1.506312492125754,,log2,2.0,2.0,300.0,"{'model__max_depth': None, 'model__max_features': 'log2', 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 300}",0.4245614035087719,0.43270868824531517,0.3782894736842105,0.41367521367521365,0.39649122807017545,0.4091452014367373,0.019624562083696447,29,0.28725602684041357,0.288932549262428,0.21075476300644183,0.2660421004969374,0.2517439522825266,0.2609458783777495,0.028654049086649855,17,0.7015872344624406,0.6961623303167421,0.6843552036199095,0.6971364395683778,0.6854330330940448,0.6929348482123029,0.006823801431457424,31,0.454223162912078,0.420860824978991,0.4035886640454577,0.41704671982933644,0.4318295289845693,0.4255097801500865,0.01695977051976649,33,,,,,,,,,
RF,7.0237095832824705,0.7540264814482616,6.17476258277893,1.0970359672081649,,log2,2.0,2.0,500.0,"{'model__max_depth': None, 'model__max_features': 'log2', 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 500}",0.4236111111111111,0.41638225255972694,0.38235294117647056,0.41796200345423146,0.39015817223198596,0.4060932961067052,0.016559802575140524,41,0.2830463721053971,0.2687396932148465,0.21426566512818407,0.2743213464073634,0.24428063802587988,0.25693074297633417,0.024916839692400654,49,0.7013504179529468,0.6952573529411765,0.6839253393665159,0.6962955438168766,0.6862005621021264,0.6926058432359284,0.006534382218779641,35,0.4502222497008083,0.41529248813883346,0.4050769355214848,0.4165362640359615,0.4318553091458426,0.4237966493085861,0.015739860166094792,45,,,,,,,,,
RF,5.814048099517822,0.32670513637677845,5.21052918434143,0.3234313274152879,,log2,2.0,5.0,200.0,"{'model__max_depth': None, 'model__max_features': 'log2', 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 200}",0.4142857142857143,0.4128595600676819,0.38126009693053314,0.4166666666666667,0.39361702127659576,0.40373781184543833,0.013923346530501257,55,0.2796088837783141,0.26201372171842907,0.2100377434259225,0.274155469934382,0.2512891803880965,0.25542099984902883,0.02472330874145287,55,0.7011107821992923,0.6986962669683259,0.6828181561085973,0.6949819969298838,0.6837808704681927,0.6922776145348585,0.007592280917362895,39,0.4537951002029699,0.42133119407436403,0.40809133717331325,0.41589640505685194,0.4291703146242428,0.42565687022634835,0.015662888518331527,32,,,,,,,,,
RF,6.593777227401733,0.2869020024463377,4.863647365570069,0.687757854770095,,log2,2.0,5.0,300.0,"{'model__max_depth': None, 'model__max_features': 'log2', 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 300}",0.42857142857142855,0.4170940170940171,0.36807817589576547,0.41580756013745707,0.39436619718309857,0.4047834757763534,0.021423096388378284,45,0.29759020302328865,0.2701007959818878,0.1952347182621652,0.2701565791020167,0.25010805220629206,0.2566380697151301,0.03421720332051769,51,0.702672643464287,0.6967420814479638,0.682350113122172,0.695097690640661,0.6849448620705224,0.6923614781491212,0.007592500220316362,37,0.45377638093075606,0.42271647501675513,0.40785813272729915,0.4168641735055299,0.43142519816345104,0.4265280720687582,0.015639296802395675,21,,,,,,,,,
RF,8.015360116958618,1.1650488028372794,4.942823982238769,0.7126568183699762,,log2,2.0,5.0,500.0,"{'model__max_depth': None, 'model__max_features': 'log2', 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 500}",0.4227353463587922,0.4165232358003442,0.37603993344425957,0.41594454072790293,0.3916083916083916,0.40457028958793806,0.017800043935661078,49,0.28862057087385606,0.271252228148243,0.21090061220027972,0.2727508016253512,0.24455611381408338,0.2576160653323627,0.027309999772492276,43,0.703230853808094,0.6971125565610861,0.6834558823529413,0.6945954106280194,0.6860538286152873,0.6928897063930856,0.007258201999817714,33,0.45493352630250355,0.42125861394322234,0.40801624857980767,0.41584712964895854,0.43230657058662925,0.4264724178122242,0.01627748578351706,23,,,,,,,,,
RF,3.5121359825134277,1.0234673579733158,4.2382344722747805,0.8648105053946914,10,sqrt,1.0,2.0,200.0,"{'model__max_depth': 10, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 200}",0.4391785150078989,0.43317972350230416,0.3976083707025411,0.43670886075949367,0.44019138755980863,0.4293733715064093,0.016065387045352653,7,0.27928473500057394,0.26550192621598373,0.21362680521049845,0.2763126384532448,0.2825453742791884,0.26345429583189783,0.02556317925195213,7,0.6986932803315431,0.7035011312217195,0.6752191742081448,0.6993388527698767,0.6959950223486387,0.6945494921759846,0.009959834807861456,27,0.4514827594669709,0.41829271587427513,0.39362563835003267,0.42268307045953807,0.440707430497744,0.42535832292971215,0.019910421075400267,37,,,,,,,,,
RF,6.209982442855835,0.9380243533536378,6.006635856628418,0.10929359511715875,10,sqrt,1.0,2.0,300.0,"{'model__max_depth': 10, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 300}",0.4413145539906103,0.43730886850152906,0.3933933933933934,0.43243243243243246,0.4380952380952381,0.42850889728264063,0.017786596126399757,11,0.28000478576645366,0.26993526788088934,0.20905062397140275,0.2718777285358768,0.2787933903318166,0.26193235929728786,0.02672205760115438,13,0.6978150857755036,0.7034445701357466,0.6741006787330317,0.7014664883290442,0.6950920470450133,0.6943837740036679,0.010544594574437863,29,0.4521040492943176,0.4184814944458314,0.3917753710613735,0.4251825857692268,0.43986671017544954,0.4254820421492398,0.02049822898083472,35,,,,,,,,,
RF,12.486660385131836,0.3915773947574715,4.124016380310058,0.08830880714506756,10,sqrt,1.0,2.0,500.0,"{'model__max_depth': 10, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 500}",0.440625,0.43653250773993807,0.3976083707025411,0.43243243243243246,0.4288,0.4271996621749823,0.01531619534207874,15,0.27878481607858213,0.2714162403885101,0.21362680521049845,0.2718777285358768,0.26866562428728286,0.2608742429001501,0.023858017649911627,19,0.6966704726462836,0.7043552036199094,0.6736057692307692,0.7021013928394059,0.6967343333784821,0.6946934343429699,0.010963495828028406,21,0.4529836332680993,0.4201633390888596,0.3888229607489442,0.4261389341588833,0.4427570397169439,0.426173181396346,0.022022638562211358,27,,,,,,,,,
RF,7.5271251678466795,0.25940783706066894,3.615588903427124,0.0520328641292183,10,sqrt,1.0,5.0,200.0,"{'model__max_depth': 10, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 200}",0.43613707165109034,0.4434108527131783,0.40707964601769914,0.4326923076923077,0.43243243243243246,0.4303504621013416,0.012291528590416885,3,0.2723361666737148,0.28062579275878635,0.22336257335128087,0.2740188998985045,0.2718777285358768,0.2644442322436326,0.020778639777087906,3,0.6970397936313274,0.7055090497737556,0.6776993778280543,0.7042431373876925,0.6944232809607658,0.6957829279163191,0.009966099796302563,3,0.45033375860843516,0.42104227233760366,0.3923026911271841,0.42791265821139285,0.43978983027166774,0.42627624211125664,0.019726406812660514,25,,,,,,,,,
RF,8.611421918869018,0.3439364620282643,5.03307466506958,0.6644516204928055,10,sqrt,1.0,5.0,300.0,"{'model__max_depth': 10, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 300}",0.44200626959247646,0.44031007751937984,0.40119760479041916,0.43450479233226835,0.43601895734597157,0.430807540316103,0.015055142460106856,1,0.28122864175115686,0.27661785735732036,0.2186275575131694,0.2756131784817741,0.2750783307448476,0.2654331131696537,0.02350328154899542,1,0.6964054636951833,0.704414592760181,0.6765045248868777,0.7039073434466566,0.6952585331166192,0.6952980915811036,0.010115886499898245,13,0.45044588989156265,0.42201927087835,0.3915153892738714,0.42791645945913276,0.4411706485196061,0.42661353160450455,0.02017213623827816,19,,,,,,,,,
RF,16.287441730499268,0.10311026340624853,4.835366201400757,0.1724453393008396,10,sqrt,1.0,5.0,500.0,"{'model__max_depth': 10, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 500}",0.439873417721519,0.43962848297213625,0.39762611275964393,0.44019138755980863,0.43037974683544306,0.4295398295697102,0.016378097818906187,5,0.28052319587681157,0.2754198441621618,0.2121293741003269,0.2825453742791884,0.2681789971267309,0.26375935710904386,0.026287244256600777,5,0.6971271902003072,0.704920814479638,0.6763744343891404,0.703354271073186,0.6964098266287417,0.6956373073542027,0.010194212528497655,5,0.45218548858334795,0.4216229541573419,0.39379429461674553,0.4276457261075462,0.44121398706561815,0.42729249010611986,0.019838684257642326,5,,,,,,,,,
RF,11.174406433105469,0.4046359581438378,4.480322408676147,0.3249001968362733,10,sqrt,2.0,2.0,200.0,"{'model__max_depth': 10, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 200}",0.4287949921752739,0.4345146379044684,0.3941176470588235,0.4469096671949287,0.4283464566929134,0.42653668020528157,0.017538958817275827,17,0.26387002904834794,0.267856948717092,0.20573133996458004,0.2897656235340096,0.2645160691566103,0.25834800208412795,0.027980485948044226,35,0.7009500852821359,0.702768665158371,0.6725989819004525,0.7021042146372297,0.6968923540566165,0.6950628602069611,0.01141571195820179,15,0.45070525479943946,0.4191167149370486,0.39547207353968833,0.4273319926913671,0.44142750108365675,0.42681070741024,0.01911114483028303,15,,,,,,,,,
RF,13.032560539245605,0.16543528976406108,4.215127038955688,0.0847525965225642,10,sqrt,2.0,2.0,300.0,"{'model__max_depth': 10, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 300}",0.4364207221350079,0.4345146379044684,0.39821693907875183,0.4416403785488959,0.43037974683544306,0.4282344849005134,0.015439093187459323,13,0.2743708425292338,0.267856948717092,0.213205324706677,0.2819629249621169,0.2681789971267309,0.26111500760837014,0.024499160193800995,15,0.7006850763310356,0.7038489819004525,0.6731080316742082,0.7018192130570229,0.6975413675560974,0.6954005341037633,0.011331733571458325,11,0.45300930500108466,0.4184980352367036,0.39554995337543586,0.4276326970739227,0.4422866047262932,0.427395319082688,0.019855336753239083,3,,,,,,,,,
RF,14.038356161117553,1.4316591456308279,21.369408941268922,19.820757453152737,10,sqrt,2.0,2.0,500.0,"{'model__max_depth': 10, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 500}",0.43285939968404424,0.4338461538461538,0.3922734026745914,0.43285939968404424,0.43174603174603177,0.4247168775269731,0.016235350872717096,23,0.2711621180416945,0.26667767262170317,0.20541413127913463,0.27101620902925344,0.27064078403344416,0.25698218300104597,0.02583736946307669,47,0.7000451079065703,0.7044372171945701,0.6732324660633484,0.7020703530633436,0.6972845839541288,0.6954139456363924,0.011337479236444585,9,0.452408852631332,0.41758532181023617,0.3961930149394348,0.4273220604868775,0.44221646191475383,0.4271451423565269,0.019569646857424485,9,,,,,,,,,
