model,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__max_features,param_model__min_samples_leaf,param_model__min_samples_split,param_model__n_estimators,params,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_mcc,split1_test_mcc,split2_test_mcc,split3_test_mcc,split4_test_mcc,mean_test_mcc,std_test_mcc,rank_test_mcc,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_test_pr_auc,split1_test_pr_auc,split2_test_pr_auc,split3_test_pr_auc,split4_test_pr_auc,mean_test_pr_auc,std_test_pr_auc,rank_test_pr_auc,param_model__colsample_bytree,param_model__learning_rate,param_model__subsample,param_model__min_child_samples,param_model__num_leaves,param_model__activation,param_model__alpha,param_model__hidden_layer_sizes,param_model__learning_rate_init
RF,10.698656034469604,0.23756995401621692,6.222890043258667,0.4871397658045608,20,log2,1.0,5.0,200.0,"{'model__max_depth': 20, 'model__max_features': 'log2', 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 200}",0.42105263157894735,0.4268502581755594,0.3814262023217247,0.4201388888888889,0.3734290843806104,0.40457941306914613,0.022431535404109065,47,0.2828332200741133,0.28429540092068256,0.21687547384848951,0.2785378979410733,0.22973038489473355,0.25845447553581846,0.02904929338207597,31,0.7022765396597173,0.6945955882352941,0.6789847285067874,0.6900551379294776,0.6836891620389183,0.6899202312740389,0.008160477486376114,49,0.43573280451123203,0.4125487769769749,0.3963305219433775,0.4167047292929515,0.4272818375538865,0.41771973405568447,0.013425140275694218,51,,,,,,,,,
RF,11.820585346221923,0.35024705685261004,3.633621025085449,0.6721188430941204,20,log2,1.0,5.0,300.0,"{'model__max_depth': 20, 'model__max_features': 'log2', 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 300}",0.42634315424610053,0.4386873920552677,0.3741721854304636,0.4261168384879725,0.3821428571428571,0.40949248547253225,0.02610816916793002,27,0.28600382893806753,0.3001867964316352,0.20722330651717272,0.28318531624904436,0.23902244661428843,0.2631243389500416,0.03465650377087427,9,0.6992698157623941,0.6937047511312218,0.6757409502262444,0.6906307846855388,0.6856277371438891,0.6889948077898576,0.00796790663310311,55,0.4354329059831781,0.4139990981233157,0.39429720302767424,0.41470581213041735,0.42572886330075177,0.4168327765130674,0.013751443265752544,55,,,,,,,,,
RF,7.992584848403931,3.093998445895967,5.32032732963562,2.7873177602456227,20,log2,1.0,5.0,500.0,"{'model__max_depth': 20, 'model__max_features': 'log2', 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 500}",0.4056437389770723,0.43717728055077454,0.3795379537953795,0.4241379310344828,0.3747747747747748,0.40425433582649684,0.02433578496510052,51,0.2649715951968331,0.2973385736931221,0.2131903492633764,0.28163922700950367,0.23255909634789892,0.2579397683021468,0.031016337023868898,41,0.6992726350065547,0.6953252262443439,0.6765101809954752,0.6906731116528964,0.6863868007584991,0.6896335909315539,0.007863231159287125,51,0.43723722187089853,0.41517835323791086,0.3950796329878107,0.4149122362822225,0.42422546747923306,0.41732658237161513,0.013779687175943838,53,,,,,,,,,
RF,3.9770997524261475,1.3137717611899833,6.526671457290649,0.2655451206211591,20,log2,2.0,2.0,200.0,"{'model__max_depth': 20, 'model__max_features': 'log2', 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 200}",0.42160278745644597,0.4271186440677966,0.3727714748784441,0.43463497453310695,0.38596491228070173,0.40841855864329907,0.02443644148522226,35,0.2815041496872137,0.28051355807052475,0.19999558757427033,0.29072323499751423,0.23847319421791427,0.25824194490948743,0.03428011311657441,37,0.6996194020383135,0.7002205882352942,0.6799406108597285,0.6952698203079145,0.6845074834078287,0.6919115809698159,0.008220129742257493,47,0.4528996368243434,0.4184345574847983,0.40260351882227363,0.4151305511053389,0.42902798149873345,0.4236192491470975,0.016894942624018826,47,,,,,,,,,
RF,5.813690280914306,0.7259493235316322,5.926041746139527,0.3186855377338393,20,log2,2.0,2.0,300.0,"{'model__max_depth': 20, 'model__max_features': 'log2', 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 300}",0.42487046632124353,0.4241379310344828,0.3695299837925446,0.4358108108108108,0.3957968476357268,0.4100292079189617,0.024194037697996214,25,0.28317326408162924,0.2813429019204157,0.19585534333379184,0.2908729056104338,0.2503519486556524,0.26031927272038463,0.03507924779590106,23,0.7011502516175413,0.699589932126697,0.6802121040723982,0.695427840986049,0.6845413449817147,0.69218429475688,0.008336671643677926,41,0.4547030387656066,0.4187098798189699,0.40271928112845923,0.41404362099890824,0.43004710356451703,0.4240445848552922,0.017659093759014942,43,,,,,,,,,
RF,9.842236471176147,0.38133331547312593,2.302406358718872,0.6999259535757362,20,log2,2.0,2.0,500.0,"{'model__max_depth': 20, 'model__max_features': 'log2', 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 500}",0.4238178633975482,0.41308089500860584,0.37479806138933763,0.42857142857142855,0.3929824561403509,0.4066501409014542,0.020089742273978528,39,0.28580877544999866,0.26690450389076315,0.20177766934335206,0.2835012118772107,0.24732036626098913,0.25706250536446273,0.030898351247540784,45,0.7000563848832126,0.6977149321266968,0.6808908371040724,0.6953177908709197,0.6863896225563231,0.692073913508245,0.007258595485872381,45,0.45270807242227595,0.4178286343560907,0.40289445918504185,0.41702007777988737,0.43232473482329326,0.4245551957133179,0.0168769804282749,39,,,,,,,,,
RF,5.612846040725708,1.4487376974012178,3.729379940032959,1.6255158485467769,20,log2,2.0,5.0,200.0,"{'model__max_depth': 20, 'model__max_features': 'log2', 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 200}",0.41114982578397213,0.41836734693877553,0.37891268533772654,0.4358108108108108,0.39649122807017545,0.40814637938829207,0.019335258229158808,37,0.268318611575448,0.27033707552818403,0.21197046520201912,0.2908729056104338,0.2517439522825266,0.25864860203972234,0.026438827070949092,29,0.7004369828448993,0.7008484162895928,0.6828733031674208,0.7009162377533974,0.6883535938417085,0.6946857067794038,0.007609260337963569,25,0.4511454848086357,0.41945777388852384,0.40722251284275107,0.42322709843072315,0.4351157063811095,0.42723371527034865,0.0149054686058084,7,,,,,,,,,
RF,3.2843038558959963,0.09839594595821692,4.261936664581299,0.1125679791067321,20,log2,2.0,5.0,300.0,"{'model__max_depth': 20, 'model__max_features': 'log2', 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 300}",0.423407917383821,0.4178082191780822,0.37766830870279144,0.4387755102040816,0.3866432337434095,0.40886063784243715,0.023035436111704555,33,0.2803660658371054,0.2714673206128759,0.20954320522214076,0.29641605561382484,0.23985002581990433,0.25952853462117026,0.03105866509328864,25,0.7009500852821359,0.700466628959276,0.6832579185520361,0.701452379339925,0.6881560679940404,0.6948566160254827,0.007635886764501559,19,0.45246418866426247,0.42063403030956675,0.40900986672627687,0.422430880965453,0.4339971410029531,0.42770722153370244,0.014696471611331701,1,,,,,,,,,
RF,7.90477032661438,0.18934876165237557,0.563652515411377,0.19483735543282324,20,log2,2.0,5.0,500.0,"{'model__max_depth': 20, 'model__max_features': 'log2', 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 500}",0.4124783362218371,0.41156462585034015,0.3698854337152209,0.441025641025641,0.392226148409894,0.4054360370445866,0.023630996783052048,43,0.2685040344661324,0.2617300189984927,0.19878911653377332,0.300632033842418,0.24846766788263977,0.2556245743446912,0.03319734607634509,53,0.7014011643478384,0.6994626696832579,0.6838235294117647,0.7003518781886315,0.6884043862025374,0.694688725566806,0.007175849540883952,23,0.4509735334921181,0.42062252884340307,0.4076518572847728,0.4208137031713687,0.43339329421219386,0.4266909834007713,0.01461793484745601,17,,,,,,,,,
XGB,4.646874189376831,0.4835913110457553,0.34749712944030764,0.10588072904876958,3,,,,200.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__n_estimators': 200, 'model__subsample': 0.8}",0.4548022598870056,0.43089430894308944,0.37889039242219213,0.4323529411764706,0.4490934449093445,0.4292066694676205,0.026814522090702453,1,0.278981065375516,0.2405798028604234,0.16945266747878743,0.255890382790491,0.26922879444323544,0.24282654258969064,0.0388938702877518,87,0.6946631708039074,0.6783809389140272,0.6524886877828056,0.6822175944737912,0.6902907580477674,0.6796082300044597,0.014727879986864888,98,0.4469899297493226,0.40430555940538926,0.3764417912919691,0.41689283370406555,0.4143534036341245,0.4117967035569742,0.02270311648013297,103,0.8,0.01,0.8,,,,,,
XGB,4.583647775650024,0.27006271588463127,0.2552202224731445,0.09949749946883958,3,,,,200.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__n_estimators': 200, 'model__subsample': 1.0}",0.4523470839260313,0.4314789687924016,0.3792633015006821,0.42627737226277373,0.4482269503546099,0.42751873536729973,0.026042612729557706,2,0.27681218497868826,0.241578620626646,0.17146001056992002,0.2465346531285264,0.27069889472099,0.2414168728049541,0.037497854186438466,92,0.6931139961376355,0.6770828619909502,0.6529185520361991,0.6812341979321865,0.6909059099733621,0.6790511036140666,0.014351665462966472,99,0.4470443836424598,0.400049589806402,0.37742991756901495,0.41523812385892067,0.41977546122274406,0.4119074952199083,0.022964808667353037,101,0.8,0.01,1.0,,,,,,
XGB,5.760315608978272,0.6594140054989586,0.32504839897155763,0.13740875078219578,3,,,,300.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__n_estimators': 300, 'model__subsample': 0.8}",0.4552129221732746,0.42398884239888424,0.379746835443038,0.4150375939849624,0.4434907010014306,0.42349537900031803,0.026044301271992178,4,0.2858679307648469,0.23575784116533072,0.17787700187256675,0.23752488615472095,0.26578364524309767,0.24056226104011258,0.036470458576089465,93,0.6955075344300192,0.6824151583710407,0.6562203054298642,0.6846104790283984,0.6953643505350129,0.682823565558867,0.014347457334401353,85,0.4470993976789589,0.4078847103484906,0.38275620065767374,0.4184354678991857,0.4215719439323946,0.4155495441033407,0.020852549807322457,94,0.8,0.01,0.8,,,,,,
XGB,4.834115791320801,0.7225941989424381,0.5276996612548828,0.43616060606787316,3,,,,300.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.4474885844748858,0.42756680731364277,0.36984352773826457,0.4132730015082956,0.43440233236151604,0.418514850679321,0.026721534023077215,8,0.2823489400118231,0.24194763409861583,0.16688176916732125,0.23583711543572117,0.2569910599417261,0.23680130373104147,0.03846652860745708,101,0.6957598567823966,0.6814225113122172,0.6557565045248869,0.682814404713531,0.6964973023612804,0.6824501159388625,0.01475269613059649,87,0.44779953399389916,0.40003388403638485,0.38216114498210574,0.416617364771382,0.424262584826924,0.4141749025221391,0.022195458424548977,98,0.8,0.01,1.0,,,,,,
XGB,1.492419147491455,0.16858701288859954,0.06582012176513671,0.008744232089009823,3,,,,500.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__n_estimators': 500, 'model__subsample': 0.8}",0.4423380726698262,0.41679160419790107,0.3768545994065282,0.4152139461172742,0.431924882629108,0.4166246210041275,0.02226635177685824,10,0.28334604348001363,0.2393115654268565,0.18488603038137802,0.2490501461849031,0.2677553457003188,0.244869826234694,0.03361723188421934,79,0.696914337266179,0.689256221719457,0.6611651583710407,0.6888685719445573,0.7007610388730868,0.6873930656348641,0.013877383837599507,60,0.44769747647033853,0.41229515378954523,0.3894085087747522,0.42164757553752785,0.4242950330339324,0.41906874952121925,0.01886361508290186,84,0.8,0.01,0.8,,,,,,
XGB,1.3542601108551025,0.12550476685577666,0.07012615203857422,0.00977308396098494,3,,,,500.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__n_estimators': 500, 'model__subsample': 1.0}",0.44871794871794873,0.4174174174174174,0.36722306525037934,0.41130298273155413,0.4240506329113924,0.4137424094057384,0.026506805499915877,13,0.2946846752787275,0.24042679556345056,0.17722937331095964,0.24187555493644305,0.260045355800217,0.24285235097795957,0.038197910688144425,86,0.6961517317207258,0.6883526583710406,0.6609671945701358,0.6877694816921757,0.7019334958688879,0.6870349124445931,0.01404910063493604,63,0.44330890449411986,0.40962859872304147,0.38573959400748997,0.419604398056421,0.4218514969270867,0.4160265984416318,0.018704498678039333,93,0.8,0.01,1.0,,,,,,
XGB,1.425096607208252,0.08828057496603446,0.08934254646301269,0.02532630667688547,5,,,,200.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__n_estimators': 200, 'model__subsample': 0.8}",0.4469096671949287,0.4050632911392405,0.35769828926905134,0.4213938411669368,0.4391025641025641,0.41403353057454434,0.03167836984948071,12,0.2899071906996294,0.23560726448571773,0.17057479225901448,0.2622046143913775,0.28222978669208193,0.24810472970556421,0.04307632724602654,68,0.702592295005709,0.6916940045248869,0.659577205882353,0.6927936927175041,0.7029874373560883,0.6899289270973084,0.015896131215214243,38,0.45488172408954897,0.41320777830131195,0.3790652462763626,0.42367160466231735,0.43462030100377513,0.4210893308666631,0.025138908834833728,78,0.8,0.01,0.8,,,,,,
XGB,1.3990094184875488,0.14687878256739037,0.08968358039855957,0.012796614330894837,5,,,,200.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__n_estimators': 200, 'model__subsample': 1.0}",0.4504792332268371,0.4012738853503185,0.35093167701863354,0.416,0.4448,0.4126969591191578,0.0358174600911093,14,0.29623008430930864,0.2322059404641868,0.16146309177605134,0.25226357152249146,0.28916819024327206,0.24626617566306205,0.04850195259974756,72,0.7006625223777505,0.6907664027149322,0.6584219457013574,0.6903387286107725,0.7015130479931374,0.68834052947959,0.015686593441464593,48,0.45831965407921793,0.4097915965927512,0.3783565240207285,0.4152697893689622,0.4358716274296525,0.4195218382982624,0.026757902523654026,83,0.8,0.01,1.0,,,,,,
XGB,3.017383909225464,0.19229156149448673,0.1423257827758789,0.02621739171867504,5,,,,300.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__n_estimators': 300, 'model__subsample': 0.8}",0.43853820598006643,0.4065040650406504,0.3500810372771475,0.4214046822742475,0.4307178631051753,0.4094491707354574,0.03154270889004692,17,0.290184274921246,0.24386462060953623,0.17101387789092107,0.2699842777070156,0.28137809914878265,0.25128503005550035,0.04305096112164233,61,0.7020129403306974,0.6947341628959277,0.662781391402715,0.6936952571222177,0.7050798004424579,0.6916607104388032,0.015065465133623841,25,0.45709257152489235,0.4093520835400206,0.38875952178711376,0.42505562323323137,0.4378152439331796,0.4236150088036876,0.02342138025676183,56,0.8,0.01,0.8,,,,,,
XGB,2.9646430015563965,0.5356262579961293,0.14738016128540038,0.05105004226929568,5,,,,300.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.43288590604026844,0.40456769983686786,0.3434991974317817,0.40789473684210525,0.4288107202680067,0.40353165208380604,0.032014712332626205,20,0.28554789543598863,0.24218702881787957,0.16011664194690442,0.24858939878304162,0.2798141996486299,0.24325103292648884,0.04487058492421637,84,0.7013490083308664,0.693283371040724,0.6620899321266969,0.692464953271028,0.7041768251388325,0.6906728179816296,0.014988978281663451,34,0.45782448727162106,0.4082336078225335,0.38769630371379327,0.4248194744587491,0.4348455935989537,0.4226838933731301,0.023749826025293855,65,0.8,0.01,1.0,,,,,,
XGB,4.329276180267334,0.49025164943781535,0.1808420181274414,0.023504770381074357,5,,,,500.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__n_estimators': 500, 'model__subsample': 0.8}",0.4247787610619469,0.4007029876977153,0.345679012345679,0.4128113879003559,0.4136690647482014,0.3995282427507797,0.02798254137036891,24,0.29012954008966396,0.25722518758532287,0.18895876159533603,0.2765413619217588,0.2809339782399139,0.2587577658863991,0.03651432238240346,21,0.7002875629043853,0.6994315610859728,0.6696606334841629,0.694914273782112,0.706185945189399,0.6940959952892063,0.012733633784033941,15,0.4573574332896714,0.4149657186095279,0.3967443297422405,0.4296358290746386,0.4403499525370073,0.42781065265061713,0.020802337879764758,26,0.8,0.01,0.8,,,,,,
XGB,3.728852891921997,0.38825924330211714,0.19858369827270508,0.027757367056640912,5,,,,500.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__n_estimators': 500, 'model__subsample': 1.0}",0.431858407079646,0.3993174061433447,0.3463497453310696,0.4049733570159858,0.4121863799283154,0.3989370590996723,0.02850040975510502,26,0.29904640556162093,0.24715995339566715,0.17874081836669578,0.266130609385774,0.2779490389591707,0.2538053651337857,0.04113496821238234,46,0.6979912885355437,0.6983922511312217,0.6683173076923078,0.6942440967989525,0.7047976206600749,0.6927485129636202,0.012677854980242313,19,0.45335680616240276,0.41624432991986104,0.39092954593421225,0.428445788369028,0.43613920346958696,0.42502313477101816,0.020868726314109888,49,0.8,0.01,1.0,,,,,,
XGB,4.765518760681152,0.2556622667720132,0.1879140853881836,0.052716790630386846,7,,,,200.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 7, 'model__n_estimators': 200, 'model__subsample': 0.8}",0.43316412859560066,0.38831615120274915,0.36363636363636365,0.4007155635062612,0.41450777202072536,0.40006799579234,0.023535718220641957,23,0.2880937981298987,0.23514528627604167,0.20897014125469943,0.26295587300245643,0.2699588756335344,0.2530247948593261,0.027841385477548317,50,0.7063517570939231,0.6978619909502262,0.6701654411764706,0.6993049911959908,0.7016499051875931,0.6950668171208407,0.012779206226063492,7,0.45957396339616924,0.4183652279729213,0.390219210911652,0.4341892053365525,0.4353116116888689,0.42753184386123283,0.02283769733589678,27,0.8,0.01,0.8,,,,,,
XGB,5.069542121887207,0.4827893001405953,0.15771865844726562,0.042783744385608447,7,,,,200.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 7, 'model__n_estimators': 200, 'model__subsample': 1.0}",0.43826086956521737,0.40421792618629176,0.35175879396984927,0.40852575488454707,0.4055459272097054,0.4016618543631222,0.027923237655360172,21,0.302023394724601,0.2616536748670564,0.18186790809133271,0.2706044216542565,0.25962360990972955,0.2551546018493952,0.03966996380815563,36,0.7013349121100632,0.6954425904977375,0.662852092760181,0.697380525080139,0.701173021355366,0.6916366283606974,0.014567269380920832,26,0.45703841227127195,0.41507263369449676,0.38369103701949747,0.43564832737783993,0.43953207037979247,0.42619649614857974,0.02509522988718464,39,0.8,0.01,1.0,,,,,,
XGB,6.689620018005371,0.153831975956881,0.17760677337646485,0.04288748612172751,7,,,,300.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 7, 'model__n_estimators': 300, 'model__subsample': 0.8}",0.4245614035087719,0.37924865831842575,0.36065573770491804,0.4022140221402214,0.4007220216606498,0.39348036866659736,0.021793333591485144,29,0.28725602684041357,0.23554111139556155,0.2178503218539789,0.2747980679182664,0.2657780843216435,0.2562447224659728,0.025688838527487545,30,0.7050633625125104,0.7010506221719457,0.674533371040724,0.7004816808885277,0.7028576346561921,0.6967973342539799,0.011246362881693882,3,0.4577219169432537,0.4203219953639766,0.39724233224226824,0.43236356132336395,0.44110572979177526,0.4297511071329276,0.020316727924103897,14,0.8,0.01,0.8,,,,,,
XGB,6.791567945480347,0.11618157767356783,0.18723392486572266,0.042811576275184504,7,,,,300.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 7, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.41563055062166965,0.3942652329749104,0.35315315315315315,0.40370370370370373,0.39855072463768115,0.3930606730182236,0.021198468107206055,30,0.2796745000555689,0.25498297833100286,0.20495540775936863,0.2779194772348959,0.26419803503868894,0.25634607968390505,0.027254867777985265,28,0.7016126076598863,0.6976300904977376,0.669454185520362,0.6990552620885819,0.7015229242855209,0.6938550140104177,0.012293667644588339,17,0.45889820296909284,0.41690983097535705,0.39520923215276255,0.43452260554087735,0.43931725889098006,0.42897142610581396,0.02153523457117612,17,0.8,0.01,1.0,,,,,,
XGB,8.263357877731323,0.1338326725117555,0.13883180618286134,0.013148288276828308,7,,,,500.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 7, 'model__n_estimators': 500, 'model__subsample': 0.8}",0.4074766355140187,0.38345864661654133,0.36742424242424243,0.3938814531548757,0.3849056603773585,0.38742932761740734,0.013159506946597257,34,0.28597466901080104,0.25704151828045135,0.23953778009797477,0.27690633453846086,0.2607764743722027,0.26404735525997813,0.01616576706871089,2,0.7034141046785356,0.7033229638009049,0.6797850678733032,0.7024484739717369,0.6995476658088401,0.6977036552266641,0.009068355027078649,1,0.4588546388461077,0.42157694405776935,0.40516375614406613,0.4326457843394805,0.44042799322455883,0.4317338233223965,0.018006052116511954,5,0.8,0.01,0.8,,,,,,
XGB,7.781517457962036,0.5330970724716685,0.1718748092651367,0.031716719270486055,7,,,,500.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 7, 'model__n_estimators': 500, 'model__subsample': 1.0}",0.42435424354243545,0.389413988657845,0.3533834586466165,0.39015151515151514,0.37714285714285717,0.3868892126282538,0.02297073202263779,36,0.3027529576970071,0.266516157007335,0.21923641818501663,0.2687330519093016,0.2544251985546195,0.262332756670656,0.026877801750726144,5,0.6999577113375903,0.6967944004524886,0.6749236425339367,0.7023073840805454,0.6985938981443858,0.6945154073097893,0.009959906820766144,11,0.45910956327238733,0.42042436057154686,0.4051984449014787,0.4341890699751342,0.4391553098557558,0.4316153497152605,0.018124557439983813,7,0.8,0.01,1.0,,,,,,
XGB,1.0167410373687744,0.06805233469176179,0.10817794799804688,0.03450974807386156,3,,,,200.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 200, 'model__subsample': 0.8}",0.4203152364273205,0.3951473136915078,0.3502626970227671,0.397887323943662,0.3925925925925926,0.39124103273557,0.022741118045853312,33,0.28139294687896965,0.24619793453302807,0.19262989164336117,0.2545457394349346,0.26394603657934135,0.24774250981392698,0.02993652124744957,69,0.6945038835088313,0.6941770361990951,0.6663998868778281,0.6889800329585986,0.7037902388369678,0.6895702156762641,0.012529847441772756,43,0.4538194953722836,0.41398059751072797,0.39009972978268204,0.42391626164324375,0.42548324561560685,0.42145986598490887,0.020536624245003576,70,0.8,0.05,0.8,,,,,,
XGB,0.765556526184082,0.05330830970695151,0.06872305870056153,0.006370677665713504,3,,,,200.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 200, 'model__subsample': 1.0}",0.4166666666666667,0.37050359712230213,0.34295415959252973,0.3879003558718861,0.3925925925925926,0.38212347436919547,0.02451719273358214,40,0.28710536718986507,0.22621025403141573,0.17444343915001717,0.24517302608476335,0.26394603657934135,0.23937562460708053,0.03822292250999126,96,0.689537784919863,0.6906306561085973,0.6655514705882353,0.6896262246602556,0.700244649871326,0.6871181572296555,0.011505732749644981,62,0.4454534665810633,0.4070055091431187,0.3906960352105764,0.4201444372486402,0.4306020338932226,0.4187802964153242,0.018870313757975175,85,0.8,0.05,1.0,,,,,,
XGB,1.2644128799438477,0.03772258839404111,0.08954091072082519,0.011198475577929856,3,,,,300.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 300, 'model__subsample': 0.8}",0.41929499072356213,0.37453183520599254,0.34750462107208874,0.3787878787878788,0.37109375,0.37824261515790447,0.02321764541604955,42,0.29826956947493627,0.2445197788565726,0.20613781737239126,0.2544312667669818,0.2562688659632248,0.25192545968682134,0.029408410553892348,58,0.6889358762915663,0.6960294117647058,0.6719372171945702,0.6890082509368369,0.702380750823965,0.6896583014023288,0.010172836926664024,42,0.4536141159205558,0.4172899577206518,0.39522052958762943,0.4244781259115443,0.4276479335410778,0.42365013253629186,0.018778724310558857,55,0.8,0.05,0.8,,,,,,
XGB,0.9564021587371826,0.026424720627509345,0.09201884269714355,0.009712675357616532,3,,,,300.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.4143126177024482,0.35452793834296725,0.3486238532110092,0.3795066413662239,0.38058252427184464,0.37551071497889865,0.023282863154018334,46,0.29721467904454185,0.2295413051760765,0.20510675424581928,0.2560194857929764,0.26597408928899674,0.25077126270968214,0.031469410965287395,62,0.685664143443143,0.6907975113122171,0.6689140271493212,0.6885285453067859,0.6978080274504491,0.6863424509323832,0.009594749325598293,70,0.449796411297251,0.40854954902303137,0.3937282436350605,0.42072164566183307,0.4328686729556215,0.4211329045145595,0.01933313367860518,76,0.8,0.05,1.0,,,,,,
XGB,1.7886384010314942,0.015904140858989686,0.08366203308105469,0.009763206218709424,3,,,,500.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 500, 'model__subsample': 0.8}",0.40404040404040403,0.34901960784313724,0.33203125,0.381139489194499,0.37322515212981744,0.36789118064157156,0.0251109783528823,66,0.31206065383716736,0.2292144551423916,0.20628940222143655,0.27127413404385864,0.27459732072091864,0.2586871931931546,0.03707953701429285,22,0.6853977248699623,0.6970376131221719,0.6755698529411764,0.6908960336809788,0.6970884690053728,0.6891979387239324,0.008084192436031546,44,0.4524175215854448,0.41914147000881063,0.40232467351117707,0.42509216007676376,0.4357692301553,0.4269490110674992,0.016716488182821836,32,0.8,0.05,0.8,,,,,,
XGB,1.4138704299926759,0.03469500522475429,0.07919254302978515,0.006789971727370925,3,,,,500.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 500, 'model__subsample': 1.0}",0.41379310344827586,0.3441295546558704,0.3287128712871287,0.37675350701402804,0.3551020408163265,0.3636982154443259,0.02953215011198626,84,0.3262514418758358,0.23589409244933088,0.20742012676770488,0.27387273096239745,0.2542257438117612,0.25953282717340603,0.03989910987785522,14,0.6826264078600527,0.6917703619909502,0.6723515271493212,0.690956702334191,0.6925383200144477,0.6860486638697926,0.007723544501963061,74,0.4497603596574717,0.41311515565900064,0.3986713466946753,0.42678328896382434,0.43168333705385387,0.4240026976057652,0.0172649759549517,54,0.8,0.05,1.0,,,,,,
XGB,1.4742008686065673,0.1151670519064831,0.11151304244995117,0.03821917059914359,5,,,,200.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.05, 'model__max_depth': 5, 'model__n_estimators': 200, 'model__subsample': 0.8}",0.3889980353634578,0.36007827788649704,0.3449612403100775,0.3745173745173745,0.3764705882352941,0.3690051032625402,0.01512369988612815,62,0.28130547466739386,0.24240610118294045,0.2196502992241406,0.2561075734468027,0.26459665161914575,0.2528132200280847,0.020830737086553107,52,0.6955075344300193,0.7025268665158371,0.6765639140271492,0.6989212266919499,0.7038085805228227,0.6954656244375557,0.00988618890933909,6,0.4567139251822748,0.4196562216025467,0.40296711896153126,0.4299277101163397,0.44324931420679226,0.430502858013897,0.01857788701271857,11,0.8,0.05,0.8,,,,,,
