Global_CECI,Local_CECI,Overall_CECI,CECI_Percentage,Weight_Global,Weight_Local,Weight_Each_Metric,Number_Model_Pairs
0.8410542316329812,0.7106985510758391,0.7758763913544102,77.58763913544102,0.5,0.5,0.25,6
