test_index,Model_A,Model_B,Local_Spearman_rho,Local_Spearman_p_value,Local_Cosine_similarity
365,XGB,MLP,0.40129870129870127,0.07138262110690317,0.6338393155847597
365,LGBM,MLP,0.14935064935064934,0.5181875885017935,0.8419120376939042
366,RF,XGB,0.461038961038961,0.03541978661443526,0.45794366376918805
366,RF,LGBM,0.464935064935065,0.033699231028965625,0.7677401629891379
366,RF,MLP,0.2909090909090909,0.2007676414411941,0.6403680122676223
366,XGB,LGBM,0.2636363636363636,0.24820156437430954,0.6555421056585763
366,XGB,MLP,0.3064935064935065,0.17659418586665693,0.632748307311651
366,LGBM,MLP,0.21168831168831168,0.35695806367272104,0.8923869028029625
371,RF,XGB,0.6714285714285714,0.0008603119868966404,0.8456744640770649
371,RF,LGBM,0.8636363636363636,4.589679209160128e-07,0.7841293046052789
371,RF,MLP,0.2987012987012987,0.18841842410537243,0.28255913291051715
371,XGB,LGBM,0.8194805194805195,5.4974365122467775e-06,0.8989587364746678
371,XGB,MLP,0.3051948051948052,0.17852871608932544,0.5148377428205442
371,LGBM,MLP,0.43636363636363634,0.04796935978332507,0.7201861179639495
374,RF,XGB,0.2662337662337662,0.2433987795806379,0.5639322238976976
374,RF,LGBM,0.4623376623376624,0.0348387956901551,0.4922795174477189
374,RF,MLP,0.2922077922077922,0.19867271696574043,0.24879905916268297
374,XGB,LGBM,0.20129870129870128,0.3815806896030638,0.5448785544012077
374,XGB,MLP,0.2987012987012987,0.18841842410537243,0.14289331383171197
374,LGBM,MLP,0.37922077922077924,0.08999962703369178,0.5348946884143578
382,RF,XGB,0.7194805194805195,0.00023665715585405198,0.8463992046556854
382,RF,LGBM,0.7506493506493507,8.84386872841125e-05,0.8675966290678657
382,RF,MLP,0.41558441558441556,0.06098538032444867,0.5365900695077783
382,XGB,LGBM,0.7337662337662337,0.00015324044854450608,0.812350717850474
382,XGB,MLP,0.14285714285714285,0.5367409296165598,0.5341081557660324
382,LGBM,MLP,0.11428571428571428,0.6218181517971056,0.7620524249471061
383,RF,XGB,0.6467532467532467,0.001532768789018723,0.8889923156787973
383,RF,LGBM,0.7129870129870131,0.00028592281159081395,0.5777411524425142
383,RF,MLP,0.01818181818181818,0.9376501036584043,0.169798209566756
383,XGB,LGBM,0.7948051948051948,1.67476895284478e-05,0.6641624659962828
383,XGB,MLP,0.2909090909090909,0.2007676414411941,0.4453087359743721
383,LGBM,MLP,0.21168831168831168,0.35695806367272104,0.6221065075280414
394,RF,XGB,0.6662337662337662,0.0009757283731243901,0.7409425992702635
394,RF,LGBM,0.7675324675324675,4.883285251352684e-05,0.8744472619556954
394,RF,MLP,0.34285714285714286,0.1281314100732618,0.5147832580517839
394,XGB,LGBM,0.6441558441558441,0.0016241422989667685,0.7259737392579153
394,XGB,MLP,0.15844155844155844,0.49273603731315235,0.5082727631027413
394,LGBM,MLP,0.2350649350649351,0.3050302888415488,0.7399553548704084
398,RF,XGB,0.35454545454545455,0.11480159086511355,0.45775755992925793
398,RF,LGBM,-0.12077922077922078,0.6020154473326507,-0.20307293303692311
398,RF,MLP,0.24675324675324672,0.2808956712631186,0.013485713503824298
398,XGB,LGBM,-0.16493506493506493,0.47494156501178986,-0.5464664825979504
398,XGB,MLP,0.031168831168831172,0.893308173976082,-0.08274765441314264
398,LGBM,MLP,-0.02727272727272727,0.9065844922540648,0.11401352300811261
411,RF,XGB,0.5194805194805194,0.01580147573114009,0.5696398866469464
411,RF,LGBM,0.6441558441558441,0.0016241422989667685,0.7867689991398479
411,RF,MLP,0.5753246753246753,0.006358310845714959,0.6238420186387501
411,XGB,LGBM,0.5857142857142857,0.005273422501026666,0.759336544070617
411,XGB,MLP,0.3974025974025974,0.0744368401691811,0.7252256702392167
411,LGBM,MLP,0.47792207792207797,0.028433024289660953,0.8355727719609713
413,RF,XGB,0.26233766233766237,0.25062562594134374,-0.38070736425885404
413,RF,LGBM,0.1922077922077922,0.4038885272768977,-0.12807741872347492
413,RF,MLP,0.18311688311688312,0.4268950962943347,0.10191458869740137
413,XGB,LGBM,0.6610389610389611,0.0011040228328465568,0.8472595397618164
413,XGB,MLP,-0.16883116883116883,0.46442277316539365,-0.31382586761403514
413,LGBM,MLP,-0.2558441558441559,0.262972942241723,-0.3501698143962055
415,RF,XGB,0.5337662337662338,0.012697637214593745,0.4363816357890771
415,RF,LGBM,0.5142857142857142,0.017071353141816504,0.6141311430049344
415,RF,MLP,0.15194805194805194,0.5108526218124549,0.21003257589891083
415,XGB,LGBM,0.3818181818181818,0.08764053578453823,0.35208501690338867
415,XGB,MLP,0.28051948051948056,0.21806007395025545,0.051308653652491126
415,LGBM,MLP,0.2571428571428571,0.2604731897004084,0.20725991934370008
416,RF,XGB,0.4090909090909091,0.06555816920931516,0.644865497137218
416,RF,LGBM,0.4116883116883117,0.06369892951455675,0.5574511267506692
416,RF,MLP,0.2792207792207792,0.22028859486514027,-0.027173736453904723
416,XGB,LGBM,0.1987012987012987,0.3878822634645567,0.48682012949332454
416,XGB,MLP,0.12467532467532469,0.590260853646067,0.1077529889592726
416,LGBM,MLP,-0.0038961038961038965,0.9866273665163273,0.14144607158750572
422,RF,XGB,0.17272727272727273,0.45402436101288696,0.4523538128198477
422,RF,LGBM,0.37142857142857144,0.09735837325949603,0.7124805134948522
422,RF,MLP,0.36623376623376624,0.10250352982629483,0.534420118150471
422,XGB,LGBM,0.8155844155844156,6.625472991270261e-06,0.8919677188020898
422,XGB,MLP,0.3038961038961039,0.18047767364208767,0.49586571682361097
422,LGBM,MLP,0.2636363636363636,0.24820156437430954,0.6227668896324173
426,RF,XGB,0.35584415584415585,0.11338490933316327,0.0625765518821714
426,RF,LGBM,0.5051948051948052,0.01949043669697085,0.5642305229325704
426,RF,MLP,0.2935064935064935,0.19659251726168667,0.38058382483212844
426,XGB,LGBM,0.5623376623376624,0.007967059099044032,0.6917588252715386
426,XGB,MLP,0.34025974025974026,0.13123757652772486,0.5325571321240334
426,LGBM,MLP,0.08181818181818182,0.7244098408074375,0.6222338306985177
429,RF,XGB,0.6337662337662338,0.002036972717580764,0.622253152785589
429,RF,LGBM,0.5571428571428572,0.008697719664340079,0.5858855393557645
429,RF,MLP,0.3168831168831169,0.161633166892741,0.33517708285065906
429,XGB,LGBM,0.3207792207792208,0.15625650175659497,0.41586934520589747
429,XGB,MLP,0.34285714285714286,0.1281314100732618,0.4800593772736759
429,LGBM,MLP,0.15454545454545454,0.5035678584762259,0.32421294202155815
432,RF,XGB,0.7467532467532467,0.0001007733771013491,0.708778983874956
432,RF,LGBM,0.4285714285714285,0.05257154042070508,0.5441276971761881
432,RF,MLP,0.18311688311688312,0.4268950962943347,0.3851498928877508
432,XGB,LGBM,0.36883116883116884,0.09990670544494931,0.5062819297471086
432,XGB,MLP,0.24675324675324672,0.2808956712631186,0.46241519239876905
432,LGBM,MLP,0.07402597402597402,0.7498058787122429,0.7827710034506757
439,RF,XGB,0.6376623376623376,0.0018728838968196711,0.7825915694365921
439,RF,LGBM,0.6311688311688312,0.0021529486113597883,0.8347644926232022
439,RF,MLP,0.2909090909090909,0.2007676414411941,0.536536285576966
439,XGB,LGBM,0.8051948051948051,1.0678393833166898e-05,0.759126001395705
439,XGB,MLP,0.24545454545454545,0.28351670883126684,0.5733367601561753
439,LGBM,MLP,0.16493506493506493,0.47494156501178986,0.8303674224223818
450,RF,XGB,0.5337662337662338,0.012697637214593745,0.8963432693320854
450,RF,LGBM,0.7909090909090909,1.9698730400916663e-05,0.7890672339602041
450,RF,MLP,0.051948051948051945,0.8230456679720457,0.40654523394759456
450,XGB,LGBM,0.6363636363636362,0.0019262960071318917,0.7696484776683926
450,XGB,MLP,0.24935064935064938,0.27569907970760515,0.4868168124791066
450,LGBM,MLP,0.2,0.38472423043145215,0.7411987079674365
453,RF,XGB,0.41818181818181815,0.05922578935165219,0.4927025648055891
453,RF,LGBM,0.0025974025974025974,0.9910846979963881,0.3400483235425102
453,RF,MLP,0.5025974025974026,0.020229828771012266,0.5039290195033064
453,XGB,LGBM,0.11168831168831168,0.6298112160877903,0.26429202346932695
453,XGB,MLP,0.04805194805194805,0.8361372099212369,0.36545069418479803
453,LGBM,MLP,-0.05584415584415584,0.8099992137199937,0.24540512384091945
462,RF,XGB,0.7688311688311688,4.6558420458817486e-05,0.7894222483130646
462,RF,LGBM,0.7103896103896103,0.00030795937349621525,0.8447929889858096
462,RF,MLP,0.34545454545454546,0.12507807750179883,0.3558531705303779
462,XGB,LGBM,0.6454545454545455,0.0015778975857754145,0.924443484441401
462,XGB,MLP,0.22857142857142856,0.31896739880565783,0.45166064507358983
462,LGBM,MLP,0.3090909090909091,0.17276827264194697,0.44053147190230557
464,RF,XGB,0.7896103896103897,2.0778246572781005e-05,0.7465304466232414
464,RF,LGBM,0.6441558441558441,0.0016241422989667685,0.7689485860612062
464,RF,MLP,0.04675324675324675,0.8405105142403159,0.34954521794319826
464,XGB,LGBM,0.4584415584415585,0.03660450993249761,0.8443372182187868
464,XGB,MLP,0.031168831168831172,0.893308173976082,0.6412701744613389
464,LGBM,MLP,0.05324675324675325,0.8186916800528405,0.626589272384184
471,RF,XGB,0.7363636363636364,0.00014118763511755854,0.774707898125433
471,RF,LGBM,0.3701298701298701,0.0986265069357616,0.6805251449534805
471,RF,MLP,-0.032467532467532464,0.8888886581323973,0.5102522658368988
471,XGB,LGBM,0.2714285714285714,0.23397427165138135,0.44996978475319777
471,XGB,MLP,0.044155844155844164,0.8492705803407119,0.5155176652198628
471,LGBM,MLP,-0.05064935064935065,0.8274046658865746,0.7126942619261557
479,RF,XGB,0.5051948051948052,0.01949043669697085,0.48458015437887925
479,RF,LGBM,0.1974025974025974,0.39105475294328795,0.7301930138054998
479,RF,MLP,0.312987012987013,0.16713674816730895,0.6176956975986915
479,XGB,LGBM,0.22987012987012984,0.3161498376663408,0.30631283413304333
479,XGB,MLP,0.27662337662337666,0.22479050345941629,0.4012215629037968
479,LGBM,MLP,0.22337662337662337,0.330387908876124,0.8171247493616011
481,RF,XGB,0.6922077922077923,0.0005070683142805511,0.6388447222197772
481,RF,LGBM,0.6935064935064935,0.0004898974010404606,0.7627440266844988
481,RF,MLP,0.21818181818181817,0.342048012047813,0.43711000314451437
481,XGB,LGBM,0.6467532467532467,0.001532768789018723,0.9324330543560219
481,XGB,MLP,-0.05064935064935065,0.8274046658865746,0.7037015398927581
481,LGBM,MLP,0.06623376623376624,0.7754535475659063,0.6679120072925864
482,RF,XGB,0.5558441558441559,0.008888714088043445,0.6729258651973417
482,RF,LGBM,0.5272727272727272,0.014040563252064467,0.532805897893042
482,RF,MLP,0.05064935064935065,0.8274046658865746,0.328721496704941
482,XGB,LGBM,0.4194805194805195,0.05836062913446332,0.2582849076769549
482,XGB,MLP,0.2194805194805195,0.33911059151113226,0.548652432494618
482,LGBM,MLP,0.015584415584415586,0.9465439560865643,0.3733657975261667
483,RF,XGB,0.8155844155844156,6.625472991270261e-06,0.9127056749844166
483,RF,LGBM,0.5558441558441559,0.008888714088043445,0.8455458925763111
483,RF,MLP,0.3987012987012987,0.07340807742224027,0.49119129360711283
483,XGB,LGBM,0.4831168831168831,0.026518455375827792,0.879656994180305
483,XGB,MLP,0.464935064935065,0.033699231028965625,0.5599930817330827
483,LGBM,MLP,0.16103896103896104,0.4855791442852288,0.5215697230884215
485,RF,XGB,0.6532467532467533,0.0013231161913442719,0.8927022630254635
485,RF,LGBM,0.312987012987013,0.16713674816730895,0.8035380939132503
485,RF,MLP,-0.032467532467532464,0.8888886581323973,0.620356959149702
485,XGB,LGBM,0.3246753246753247,0.15100567594389833,0.9274736379208602
485,XGB,MLP,0.12337662337662336,0.5941682580055346,0.7675836595690846
485,LGBM,MLP,0.4168831168831169,0.06010068446787318,0.7677163259314882
495,RF,XGB,0.41818181818181815,0.05922578935165219,0.8907564147457714
495,RF,LGBM,0.6805194805194805,0.0006861487068079914,0.7100983797839173
495,RF,MLP,0.07922077922077922,0.7328457347746481,0.290995238540814
495,XGB,LGBM,0.7766233766233767,3.474548938772688e-05,0.7841072095870821
495,XGB,MLP,0.2727272727272727,0.2316557954857192,0.5061077625842222
495,LGBM,MLP,0.09480519480519481,0.6827070112424533,0.7318448271720737
506,RF,XGB,0.36233766233766235,0.10649069901450199,0.37455750265570775
506,RF,LGBM,0.22987012987012984,0.3161498376663408,0.518495268193633
506,RF,MLP,0.0935064935064935,0.6868397848627376,-0.5485334124140577
506,XGB,LGBM,0.6,0.00403591538162697,0.6445359865468304
506,XGB,MLP,-0.12077922077922078,0.6020154473326507,-0.2197121886117751
506,LGBM,MLP,0.0935064935064935,0.6868397848627376,-0.11715604206222209
514,RF,XGB,0.37272727272727274,0.09610224578434735,-0.11974993631291013
514,RF,LGBM,0.5428571428571428,0.010994545574058883,0.7202552731607028
514,RF,MLP,0.37532467532467534,0.09362577329735101,0.29447237522644415
514,XGB,LGBM,0.0025974025974025974,0.9910846979963881,-0.4790174904591197
514,XGB,MLP,0.4,0.07239002577225485,0.3304553639307811
514,LGBM,MLP,0.1948051948051948,0.3974429535072252,0.17302565583878957
518,RF,XGB,0.3064935064935065,0.17659418586665693,-0.10974984811568161
518,RF,LGBM,0.7025974025974026,0.00038302230618131105,0.8537804519651753
518,RF,MLP,0.2194805194805195,0.33911059151113226,0.2429890999925161
518,XGB,LGBM,0.42987012987012985,0.05178188171189559,0.059265813298377296
518,XGB,MLP,0.11428571428571428,0.6218181517971056,0.0736550866336517
518,LGBM,MLP,0.5558441558441559,0.008888714088043445,0.5818025832434451
526,RF,XGB,0.4077922077922078,0.06650304724796141,0.8063634017669218
526,RF,LGBM,0.612987012987013,0.0031305775706129807,0.739541730551953
526,RF,MLP,0.0961038961038961,0.6785829571667291,0.31391329405789864
526,XGB,LGBM,0.43636363636363634,0.04796935978332507,0.8036625648070845
526,XGB,MLP,0.2311688311688312,0.3133473331324291,0.4978081002752561
526,LGBM,MLP,0.3649350649350649,0.10382027127753134,0.7349067480168807
527,RF,XGB,0.34285714285714286,0.1281314100732618,0.6250514067422969
527,RF,LGBM,0.7038961038961039,0.00036952182272340854,0.8501843237847778
527,RF,MLP,-0.011688311688311687,0.9598958988557218,0.3885677573662535
527,XGB,LGBM,0.36883116883116884,0.09990670544494931,0.7766421697842844
527,XGB,MLP,0.3246753246753247,0.15100567594389833,0.48721261257097753
527,LGBM,MLP,0.20909090909090908,0.36302566515631635,0.6734174406845453
530,RF,XGB,0.7116883116883117,0.0002967657030413711,0.8917054853301984
530,RF,LGBM,0.3064935064935065,0.17659418586665693,0.847658828041186
530,RF,MLP,0.0,1.0,0.5477963917748723
530,XGB,LGBM,0.5116883116883117,0.01773639724372509,0.9157364576536149
530,XGB,MLP,0.0974025974025974,0.6744677255097002,0.7338669550905711
530,LGBM,MLP,0.2506493506493506,0.2731235283481196,0.6998481526576149
534,RF,XGB,0.6168831168831169,0.0028947180479421885,0.7066635820998135
534,RF,LGBM,0.6610389610389611,0.0011040228328465568,0.8714054919129364
534,RF,MLP,0.2155844155844156,0.3479675136622996,0.6215801458881477
534,XGB,LGBM,0.7909090909090909,1.9698730400916663e-05,0.91945271061414
534,XGB,MLP,0.17922077922077922,0.4369652748985062,0.5733541454609172
534,LGBM,MLP,0.26233766233766237,0.25062562594134374,0.674127549724895
535,RF,XGB,0.6636363636363637,0.0010381964669403767,0.17844046309777165
535,RF,LGBM,0.07402597402597402,0.7498058787122429,0.10379397022822265
535,RF,MLP,0.2831168831168831,0.21364780365132657,0.12622571784781522
535,XGB,LGBM,0.2311688311688312,0.3133473331324291,0.6195946438441667
535,XGB,MLP,0.13506493506493505,0.5594015294704846,-0.2785945746544085
535,LGBM,MLP,-0.4454545454545455,0.04299992874264288,-0.4931572570246775
544,RF,XGB,0.5974025974025974,0.004240874117222793,0.01864067201692597
544,RF,LGBM,0.4701298701298702,0.03150796285030202,0.4189277574504954
544,RF,MLP,0.05064935064935065,0.8274046658865746,-0.26149520750932453
544,XGB,LGBM,0.34155844155844156,0.12967786415595978,-0.2053439008077844
544,XGB,MLP,0.0012987012987012987,0.9955422850919049,-0.14837317950885023
544,LGBM,MLP,-0.14025974025974028,0.5442470998307317,0.06105951538933045
548,RF,XGB,0.8142857142857143,7.044009255480786e-06,0.6286575517858168
548,RF,LGBM,0.28181818181818186,0.2158464834864693,0.21596906730945345
548,RF,MLP,0.22727272727272727,0.32180000221155247,0.06052972139182992
548,XGB,LGBM,0.34285714285714286,0.1281314100732618,0.12143572534391964
548,XGB,MLP,0.4142857142857143,0.061879942683025164,0.18732308798023892
548,LGBM,MLP,0.1974025974025974,0.39105475294328795,0.48016118245027223
561,RF,XGB,0.6350649350649351,0.001980984234047954,0.9042507023765511
561,RF,LGBM,0.7129870129870131,0.00028592281159081395,0.6460901662504165
561,RF,MLP,0.10389610389610389,0.6540274583163918,0.24142557278020854
561,XGB,LGBM,0.7896103896103897,2.0778246572781005e-05,0.7259754186471928
561,XGB,MLP,0.41818181818181815,0.05922578935165219,0.5177180405674999
561,LGBM,MLP,0.26103896103896107,0.25306481196664155,0.7446719349980824
567,RF,XGB,0.6051948051948052,0.003650666447832699,0.3164017664219858
567,RF,LGBM,0.8636363636363636,4.589679209160128e-07,0.893223077068641
567,RF,MLP,0.36233766233766235,0.10649069901450199,0.4737416470255159
567,XGB,LGBM,0.4701298701298702,0.03150796285030202,0.2676956683821939
567,XGB,MLP,0.38311688311688313,0.0864783097986004,0.21166926222485952
567,LGBM,MLP,0.4766233766233766,0.02892832768335774,0.5605254176043424
576,RF,XGB,0.7051948051948052,0.0003564308384906877,0.830621615669207
576,RF,LGBM,0.6922077922077923,0.0005070683142805511,0.7555982262031471
576,RF,MLP,0.21818181818181817,0.342048012047813,0.3641879032799189
576,XGB,LGBM,0.6415584415584416,0.0017200676131313936,0.700395227524643
576,XGB,MLP,0.18571428571428572,0.4202513335237499,0.2961224680994242
576,LGBM,MLP,0.20779220779220778,0.36608155438398177,0.714672057944553
582,RF,XGB,0.4805194805194805,0.027462536204208972,0.3379222422479697
582,RF,LGBM,0.7311688311688312,0.00016616963570321975,0.77492975284457
582,RF,MLP,0.15714285714285717,0.4963338454232182,0.4379154925397963
582,XGB,LGBM,0.6207792207792208,0.002673912759074672,0.772686500008468
582,XGB,MLP,0.24675324675324672,0.2808956712631186,0.7602418567776812
582,LGBM,MLP,0.2831168831168831,0.21364780365132657,0.8390819883237575
583,RF,XGB,0.6311688311688312,0.0021529486113597883,0.8562874417432411
583,RF,LGBM,0.4142857142857143,0.061879942683025164,0.554443291349205
583,RF,MLP,0.20779220779220778,0.36608155438398177,0.3405041893836095
583,XGB,LGBM,0.4506493506493507,0.04034530452704349,0.6750215720045472
583,XGB,MLP,0.16233766233766234,0.4820201872355597,0.5138943718485272
583,LGBM,MLP,-0.031168831168831172,0.893308173976082,0.6134202241938911
584,RF,XGB,0.4,0.07239002577225485,0.5186888600169712
584,RF,LGBM,0.5428571428571428,0.010994545574058883,0.6333026166897021
584,RF,MLP,-0.23636363636363636,0.3022881358528413,-0.06056617927539955
584,XGB,LGBM,0.2792207792207792,0.22028859486514027,0.18275691623659318
584,XGB,MLP,-0.2987012987012987,0.18841842410537243,-0.3174168732295059
584,LGBM,MLP,-0.3506493506493506,0.11912829331739896,-0.24428695170994133
585,RF,XGB,0.5688311688311689,0.007125381298647016,0.8523463614128038
585,RF,LGBM,0.6701298701298701,0.0008880182898465353,0.8813629307734975
585,RF,MLP,-0.01038961038961039,0.9643490145476253,0.3139268579974179
585,XGB,LGBM,0.4285714285714285,0.05257154042070508,0.9141722556958418
585,XGB,MLP,-0.1012987012987013,0.6621759840226068,0.35551057689642424
585,LGBM,MLP,-0.02077922077922078,0.9287633909628463,0.49806096187639054
588,RF,XGB,0.6519480519480519,0.0013629842048795116,0.558491512165818
588,RF,LGBM,0.5974025974025974,0.004240874117222793,0.7197807122850631
588,RF,MLP,0.2532467532467532,0.26801791447109463,0.49797890225223823
588,XGB,LGBM,0.24805194805194808,0.2782897943042767,0.49188621683210604
588,XGB,MLP,0.4051948051948052,0.0684236454174195,0.5443498188388042
588,LGBM,MLP,-0.01818181818181818,0.9376501036584043,0.6683606094666852
590,RF,XGB,0.525974025974026,0.014322464412872613,0.838438048842503
590,RF,LGBM,0.8480519480519481,1.203804085854572e-06,0.8897061707673504
590,RF,MLP,0.02077922077922078,0.9287633909628463,0.5147267755612742
590,XGB,LGBM,0.6571428571428571,0.0012093758514660198,0.9897387702126412
590,XGB,MLP,0.29480519480519485,0.19452701576620293,0.6319183318663049
590,LGBM,MLP,0.212987012987013,0.35394640699014296,0.639222483859742
593,RF,XGB,0.6077922077922078,0.003469852390223125,0.9418361129079803
593,RF,LGBM,0.7532467532467532,8.096085622580374e-05,0.6433484080344002
593,RF,MLP,0.025974025974025972,0.9110154373730976,0.29537095489163634
593,XGB,LGBM,0.7506493506493507,8.84386872841125e-05,0.7412705010848145
593,XGB,MLP,0.38831168831168833,0.08194343705246764,0.5224452510326348
593,LGBM,MLP,0.24285714285714283,0.28880425437585355,0.7525822410952727
596,RF,XGB,0.6584415584415585,0.0011733516954519037,0.6968632671440937
596,RF,LGBM,0.7883116883116883,2.1908919304486022e-05,0.6996189135593284
596,RF,MLP,0.05324675324675325,0.8186916800528405,0.13799294325609257
596,XGB,LGBM,0.48441558441558447,0.026056161788623734,0.37762610381783523
596,XGB,MLP,0.10519480519480517,0.6499672847296488,-0.07231650722927487
596,LGBM,MLP,0.13376623376623376,0.5632192812726847,0.1588263999947961
602,RF,XGB,0.4727272727272727,0.03045523160195435,0.159959685384268
602,RF,LGBM,0.17142857142857143,0.45747702762159437,0.35375472707371924
602,RF,MLP,0.022077922077922082,0.9243230289105082,0.11637537780879045
602,XGB,LGBM,0.3103896103896104,0.17087682060108259,0.4277266304141805
602,XGB,MLP,0.1883116883116883,0.4136637589062404,0.27311777494056716
602,LGBM,MLP,0.3025974025974026,0.1824410913813027,0.5016113854723468
609,RF,XGB,0.4805194805194805,0.027462536204208972,0.24523096484685844
609,RF,LGBM,0.2324675324675325,0.31055989862791317,0.3699537959739724
609,RF,MLP,-0.16363636363636364,0.4784743069143618,-0.16487753685782583
609,XGB,LGBM,0.6168831168831169,0.0028947180479421885,0.5220087493249925
609,XGB,MLP,-0.36883116883116884,0.09990670544494931,-0.2888690442932889
609,LGBM,MLP,-0.39350649350649347,0.07758803344921028,-0.4268667170763639
610,RF,XGB,0.8766233766233766,1.8697860892632527e-07,0.493533276555613
610,RF,LGBM,0.7220779220779221,0.0002191009913753788,0.8764083777447547
610,RF,MLP,0.17272727272727273,0.45402436101288696,0.11604592093827232
610,XGB,LGBM,0.6714285714285714,0.0008603119868966404,0.5025208791387228
610,XGB,MLP,0.14285714285714285,0.5367409296165598,-0.17729171950160247
610,LGBM,MLP,0.212987012987013,0.35394640699014296,0.08816391149302509
613,RF,XGB,0.26883116883116887,0.23865637920307153,-0.3281040047786238
613,RF,LGBM,0.26493506493506497,0.24579261871540747,0.5771231023756287
613,RF,MLP,0.125974025974026,0.5863643592427876,0.12234100246449177
613,XGB,LGBM,0.15454545454545454,0.5035678584762259,-0.3961583219793485
613,XGB,MLP,0.05844155844155843,0.8013282220179796,-0.20204189593036265
613,LGBM,MLP,0.22337662337662337,0.330387908876124,0.35454778426275746
617,RF,XGB,0.4948051948051948,0.022583594997581564,0.7272078248004439
617,RF,LGBM,0.044155844155844164,0.8492705803407119,0.7976241709079825
617,RF,MLP,0.12857142857142856,0.5786044448638965,0.5061888807261168
617,XGB,LGBM,0.2662337662337662,0.2433987795806379,0.8765528551262719
617,XGB,MLP,-0.06623376623376624,0.7754535475659063,0.649124214880561
617,LGBM,MLP,0.06883116883116883,0.7668778725128099,0.7200854740519506
628,RF,XGB,0.7415584415584415,0.0001195133372258396,0.6925792306510287
628,RF,LGBM,0.34935064935064936,0.12059625789406855,0.8127584499393742
628,RF,MLP,0.24545454545454545,0.28351670883126684,0.4217747596044096
628,XGB,LGBM,0.438961038961039,0.04650647377632556,0.8412775422146147
628,XGB,MLP,0.3974025974025974,0.0744368401691811,0.5855986302101146
628,LGBM,MLP,0.3155844155844156,0.16345354043341237,0.6506335728830552
631,RF,XGB,0.5428571428571428,0.010994545574058883,0.7533901686849132
631,RF,LGBM,0.45584415584415583,0.03781998900387756,0.6161169364818992
631,RF,MLP,0.24935064935064938,0.27569907970760515,0.5151743299981184
631,XGB,LGBM,0.17142857142857143,0.45747702762159437,0.7485496648593386
631,XGB,MLP,0.14415584415584418,0.5330058743165694,0.6362707223100867
631,LGBM,MLP,0.3038961038961039,0.18047767364208767,0.7442589452691282
637,RF,XGB,0.548051948051948,0.010108159690260715,0.7757359276972159
637,RF,LGBM,-0.07532467532467534,0.7455550758529895,0.14043147222819582
637,RF,MLP,0.4688311688311688,0.032044958116342656,0.21594847286256733
637,XGB,LGBM,-0.04025974025974026,0.8624424916554133,0.62533336398045
637,XGB,MLP,0.3181818181818181,0.1598268955547498,0.16128402244967482
637,LGBM,MLP,0.3051948051948052,0.17852871608932544,0.21815371123149296
650,RF,XGB,0.6324675324675325,0.002094285916756489,-0.1169761448533177
650,RF,LGBM,0.5857142857142857,0.005273422501026666,0.7012270516712531
650,RF,MLP,0.34935064935064936,0.12059625789406855,0.2455787672916682
650,XGB,LGBM,0.2025974025974026,0.37845167579960404,-0.4399157900754052
650,XGB,MLP,0.33506493506493507,0.13760998567228214,0.04339757864387824
650,LGBM,MLP,0.24805194805194808,0.2782897943042767,0.19121662327789618
651,RF,XGB,0.6792207792207793,0.0007090174365901509,0.4158524466043044
651,RF,LGBM,0.014285714285714285,0.9509932422972027,0.4786843243786555
651,RF,MLP,0.37922077922077924,0.08999962703369178,0.11609226506968676
651,XGB,LGBM,-0.0038961038961038965,0.9866273665163273,0.7650984487502042
651,XGB,MLP,0.15194805194805194,0.5108526218124549,0.19848957215961632
651,LGBM,MLP,-0.24285714285714283,0.28880425437585355,0.0019150493537899785
654,RF,XGB,0.4974025974025974,0.021775935134623416,0.369389031436507
654,RF,LGBM,0.3922077922077922,0.07866027810398214,0.6260288852566243
654,RF,MLP,0.40259740259740256,0.07038579914589091,0.6550152076272826
654,XGB,LGBM,0.44285714285714284,0.04437704849154563,0.5543355778856041
654,XGB,MLP,0.1935064935064935,0.40065858838070295,0.3482202119542445
654,LGBM,MLP,0.36363636363636365,0.10514930870551215,0.8070210120982949
660,RF,XGB,0.44285714285714284,0.04437704849154563,0.3495168730344654
660,RF,LGBM,0.2194805194805195,0.33911059151113226,0.3988519561120947
660,RF,MLP,-0.3337662337662338,0.1392367176682507,-0.26030552578423916
660,XGB,LGBM,0.5558441558441559,0.008888714088043445,0.6660931998115891
660,XGB,MLP,-0.6688311688311688,0.0009164787179459876,-0.22698612260729073
660,LGBM,MLP,-0.5701298701298702,0.00696616651488971,-0.35459657963619673
680,RF,XGB,0.4285714285714285,0.05257154042070508,0.16809505213581735
680,RF,LGBM,0.5597402597402598,0.008325815617061407,0.3465218607364794
680,RF,MLP,0.44415584415584414,0.04368428298320847,0.23318168617377794
680,XGB,LGBM,-0.1064935064935065,0.6459166351388025,-0.40589792707514416
680,XGB,MLP,0.16363636363636364,0.4784743069143618,0.30183556977943077
680,LGBM,MLP,0.04285714285714286,0.8536570982478848,-0.0483564498117659
693,RF,XGB,0.9233766233766234,2.4434594119524285e-09,0.8615964287015315
693,RF,LGBM,0.4831168831168831,0.026518455375827792,0.486675288303442
693,RF,MLP,0.39090909090909093,0.07974355165372467,0.31401029449967494
693,XGB,LGBM,0.49610389610389616,0.022176831557460017,0.4351936045311717
693,XGB,MLP,0.5285714285714286,0.013763170931280443,0.25789163850691715
693,LGBM,MLP,0.3844155844155844,0.08532754860745444,0.4244582623334693
