,Local_Spearman,Local_Spearman,Local_Spearman,Local_Spearman,Local_Spearman,Local_Cosine,Local_Cosine,Local_Cosine,Local_Cosine,Local_Cosine
,mean,std,median,min,max,mean,std,median,min,max
Model,,,,,,,,,,
LGBM,0.46244848484848483,0.2016556957942595,0.4727272727272727,-0.41038961038961036,0.9155844155844156,0.7347058525844306,0.2242073983628383,0.8002090777306585,-0.6196614274122332,0.9877004456497762
MLP,0.6581675324675325,0.14101921623813668,0.6740259740259741,0.016883116883116882,0.9636363636363635,0.824902350246129,0.1196799359420744,0.8565375361620344,0.09198648160429759,0.9870137861738225
RF,0.6904632034632034,0.15703995807926552,0.7181818181818181,-0.06753246753246753,0.9753246753246754,0.7984641608147851,0.1565685187491596,0.8443720659245015,-0.4618473397544183,0.9881922752946894
XGB,0.5671961038961039,0.19806885454439638,0.5909090909090908,-0.5883116883116883,0.9714285714285713,0.9137948093418381,0.14167833858919726,0.9565312745798816,-0.8120956412536846,0.9968388286830382
