Model,Repetition_A,Repetition_B,test_position,Local_Spearman,Local_Cosine
RF,2,4,1593,0.5103896103896104,0.6607462645239881
RF,2,4,1600,0.6935064935064935,0.8918223511436655
RF,2,4,1610,0.8324675324675326,0.7953708215737737
RF,2,4,1611,0.8857142857142857,0.9042077012489721
RF,2,4,1618,0.8337662337662338,0.8935174530390474
RF,2,4,1619,0.7246753246753247,0.8279815009436103
RF,2,4,1627,0.8298701298701299,0.9500014339408946
RF,2,4,1641,0.8415584415584414,0.6117429310842056
RF,2,4,1642,0.6493506493506493,0.8947717997328454
RF,2,4,1644,0.9142857142857143,0.8493113111474884
RF,2,4,1657,0.7220779220779221,0.9658966888593967
RF,2,4,1662,0.5194805194805194,0.821910715564952
RF,2,4,1667,0.8090909090909091,0.8399094622623078
RF,2,4,1676,0.6584415584415585,0.4099997799476893
RF,2,4,1682,0.5376623376623377,0.5579427994509017
RF,2,4,1691,0.7610389610389611,0.6348469161012682
RF,2,4,1701,0.6883116883116883,0.8399297534045892
RF,2,4,1709,0.7701298701298702,0.6357224589254005
RF,2,4,1712,0.548051948051948,0.8693241793173411
RF,2,4,1715,0.8142857142857143,0.7977978990372366
RF,2,4,1719,0.838961038961039,0.9496468198446595
RF,2,4,1720,0.6935064935064935,0.6167558260212463
RF,2,4,1723,0.6558441558441558,0.8661442796051335
RF,2,4,1733,0.7961038961038961,0.8837552077889884
RF,2,4,1736,0.7584415584415585,0.7297475351943996
RF,2,4,1738,0.6649350649350649,0.9507203092543463
RF,2,4,1743,0.8831168831168831,0.772375980069204
RF,2,4,1747,0.8714285714285716,0.9272708209225953
RF,2,4,1757,0.8077922077922077,0.9612193457381656
RF,2,4,1758,0.7168831168831169,0.9162477860395537
RF,2,4,1759,0.8220779220779221,0.9329118017512151
RF,2,4,1777,0.5389610389610389,0.8243814430276545
RF,2,4,1780,0.8285714285714286,0.8535227536427392
RF,2,5,23,0.5402597402597402,0.5105142664461872
RF,2,5,29,0.5337662337662338,0.9093874584495757
RF,2,5,30,0.5623376623376624,0.5249145657206825
RF,2,5,32,0.503896103896104,0.6381672149832511
RF,2,5,44,0.8662337662337661,0.8955151796558971
RF,2,5,49,0.8701298701298701,0.908049955990906
RF,2,5,51,0.7896103896103897,0.8609900963933068
RF,2,5,59,0.5025974025974026,0.5992215672622911
RF,2,5,65,0.6168831168831169,0.8863120311740419
RF,2,5,67,0.7233766233766233,0.9210799147335282
RF,2,5,69,0.44675324675324674,0.5455352412244601
RF,2,5,70,0.7610389610389611,0.6951646711655851
RF,2,5,71,0.5727272727272726,0.8414476485990887
RF,2,5,73,0.4402597402597402,0.5434807103605772
RF,2,5,76,0.7987012987012986,0.8963201579727357
RF,2,5,78,0.22987012987012984,0.7009631239484799
RF,2,5,99,0.45714285714285713,0.5733658830310134
RF,2,5,109,0.38571428571428573,0.5940445781505255
RF,2,5,111,0.7428571428571429,0.8723320197420006
RF,2,5,115,0.6441558441558441,0.8545844907836446
RF,2,5,123,0.6038961038961038,0.9468004976640985
RF,2,5,124,0.7662337662337663,0.9462539162113788
RF,2,5,135,0.7922077922077921,0.8464026263356407
RF,2,5,162,0.6909090909090909,0.7242297800128934
RF,2,5,168,0.877922077922078,0.826884370471242
RF,2,5,173,0.8675324675324675,0.7249705965530089
RF,2,5,185,0.6688311688311688,0.9649863497789731
RF,2,5,188,0.8363636363636363,0.907405497043528
RF,2,5,196,0.5597402597402598,0.8978697150845625
RF,2,5,203,0.7,0.8801387452389164
RF,2,5,210,0.8545454545454545,0.8945531315920171
RF,2,5,212,0.6818181818181818,0.9038081603824937
RF,2,5,220,0.6324675324675325,0.8829946648726255
RF,2,5,233,0.7324675324675325,0.473339379978591
RF,2,5,237,0.8870129870129868,0.928404911986629
RF,2,5,239,0.6597402597402597,0.9211034915561247
RF,2,5,240,0.8831168831168831,0.9022197233919147
RF,2,5,247,0.5857142857142857,0.44528718112636767
RF,2,5,251,0.5506493506493506,0.7398176149973803
RF,2,5,254,0.3571428571428571,0.6616074069095177
RF,2,5,259,0.8558441558441559,0.930545000904238
RF,2,5,261,0.8376623376623376,0.8559630534470414
RF,2,5,270,0.7467532467532467,0.9333024749411397
RF,2,5,275,0.438961038961039,0.7648151811807463
RF,2,5,289,0.8272727272727272,0.9200566783706986
RF,2,5,297,0.5376623376623377,0.3814658227074835
RF,2,5,298,0.8467532467532467,0.8319210631948624
RF,2,5,303,0.8623376623376624,0.9108424970331523
RF,2,5,305,0.6324675324675325,0.8220101359149867
RF,2,5,316,0.14285714285714285,0.6578484543028145
RF,2,5,322,0.8116883116883117,0.6295751867349693
RF,2,5,324,0.7935064935064934,0.9532824941711929
RF,2,5,331,0.8233766233766234,0.9149829663664144
RF,2,5,332,0.9025974025974025,0.7833013991157368
RF,2,5,339,0.6636363636363637,0.846574151864779
RF,2,5,342,0.774025974025974,0.8301806547927958
RF,2,5,344,0.7363636363636364,0.9240318822279625
RF,2,5,350,0.3311688311688311,0.8213790387333306
RF,2,5,351,0.8077922077922077,0.6074753641354578
RF,2,5,352,0.8766233766233766,0.897873881066685
RF,2,5,354,0.587012987012987,0.5954455150677168
RF,2,5,365,0.40649350649350646,0.9143011793010634
RF,2,5,366,0.6805194805194805,0.8406673837619439
RF,2,5,371,0.8376623376623376,0.9137888148324319
RF,2,5,374,0.8883116883116883,0.7508985123898894
RF,2,5,382,0.7077922077922078,0.8759046619569086
RF,2,5,383,0.5935064935064935,0.7188467600928676
RF,2,5,394,0.5974025974025974,0.920877650986321
RF,2,5,398,0.8376623376623376,0.8325906737427915
RF,2,5,411,0.7597402597402596,0.8371817090879772
RF,2,5,413,0.32857142857142857,0.46435181040942386
RF,2,5,415,0.9064935064935065,0.8561514959950463
RF,2,5,416,0.4454545454545455,0.40367628095207764
RF,2,5,422,0.8428571428571429,0.9362998786223822
RF,2,5,426,0.551948051948052,0.8895679238689853
RF,2,5,429,0.8168831168831169,0.8510658885152582
RF,2,5,432,0.7844155844155845,0.7253253456129748
RF,2,5,439,0.6974025974025975,0.8582891515372283
RF,2,5,450,0.7506493506493507,0.6912239442081429
RF,2,5,453,0.5064935064935064,0.7299806914498472
RF,2,5,462,0.8532467532467533,0.9496246036598532
RF,2,5,464,0.9012987012987014,0.8844813438062973
RF,2,5,471,0.774025974025974,0.9372455440294271
RF,2,5,479,0.8025974025974025,0.7792498563457299
RF,2,5,481,0.9194805194805193,0.9055471112095889
RF,2,5,482,0.7155844155844155,0.8358600434591489
RF,2,5,483,0.8246753246753247,0.932405589255461
RF,2,5,485,0.7571428571428571,0.9322194451308466
RF,2,5,495,0.6532467532467533,0.9380338835969052
RF,2,5,506,0.10519480519480517,0.5255835810882437
RF,2,5,514,0.503896103896104,0.7516200697401099
RF,2,5,518,0.5844155844155844,0.9088463877149515
RF,2,5,526,0.7701298701298702,0.8960849096868729
RF,2,5,527,0.6168831168831169,0.7215900738057017
RF,2,5,530,0.9103896103896105,0.9502377223049555
RF,2,5,534,0.7896103896103897,0.7013716108118625
RF,2,5,535,0.7597402597402596,0.7592563267932478
RF,2,5,544,0.7090909090909091,0.5751776469719626
RF,2,5,548,0.7701298701298702,0.798080413344739
RF,2,5,561,0.5649350649350648,0.681480638461887
RF,2,5,567,0.9116883116883117,0.933572448501594
RF,2,5,576,0.4584415584415585,0.8133332615174971
RF,2,5,582,0.6675324675324676,0.7437852562706971
RF,2,5,583,0.6636363636363637,0.9190370083485607
RF,2,5,584,0.3571428571428571,0.7687217499355484
RF,2,5,585,0.5363636363636364,0.7514986070765112
RF,2,5,588,0.7116883116883117,0.8938712163652961
RF,2,5,590,0.8194805194805195,0.9612348474913267
RF,2,5,593,0.7142857142857142,0.8909622995166625
RF,2,5,596,0.8675324675324675,0.8158963987190234
RF,2,5,602,0.5571428571428572,0.7033911768560969
RF,2,5,609,0.4883116883116883,0.6561458393816291
RF,2,5,610,0.7402597402597402,0.8820391973910916
RF,2,5,613,0.5818181818181818,0.5645483889669721
RF,2,5,617,0.5025974025974026,0.8028973122699223
RF,2,5,628,0.8116883116883117,0.9260555194788378
RF,2,5,631,0.8766233766233766,0.9315809603320293
RF,2,5,637,0.4701298701298702,0.7114063480285363
RF,2,5,650,0.7987012987012986,0.7142646859797426
RF,2,5,651,0.6857142857142857,0.811459675027494
RF,2,5,654,0.8441558441558441,0.8818354477990924
RF,2,5,660,0.5974025974025974,0.6800477060391478
RF,2,5,680,0.42337662337662335,0.7857704151048538
RF,2,5,693,0.8467532467532467,0.7117590304361876
RF,2,5,705,0.4051948051948052,0.6069918166372544
RF,2,5,710,0.6402597402597403,0.8088317058111156
RF,2,5,720,0.38831168831168833,0.8046812995828979
RF,2,5,721,0.8974025974025974,0.9334945232240117
RF,2,5,733,0.774025974025974,0.9364532352153053
RF,2,5,736,0.6987012987012987,0.9610391901569412
RF,2,5,741,0.7272727272727273,0.8155820274562244
RF,2,5,756,0.5948051948051949,0.6122839326083842
RF,2,5,757,0.7818181818181819,0.7426686429771037
RF,2,5,764,0.7571428571428571,0.9377042135376763
RF,2,5,771,0.7,0.78336146231439
RF,2,5,777,0.6779220779220779,0.7951594284222205
RF,2,5,778,0.7831168831168831,0.6840189877203953
RF,2,5,780,0.2584415584415584,0.6524117827630047
RF,2,5,781,0.5207792207792208,0.7297406786817431
RF,2,5,782,0.803896103896104,0.8717428475389833
RF,2,5,798,0.8064935064935065,0.8677175401243792
RF,2,5,799,0.6454545454545455,0.8277160780584712
RF,2,5,816,0.6714285714285714,0.7953637060013142
RF,2,5,817,0.8428571428571429,0.8528921067035432
RF,2,5,824,0.5415584415584416,0.8007444467441668
RF,2,5,838,0.5779220779220778,0.7240113872953279
RF,2,5,842,0.6077922077922078,0.8322085065540865
RF,2,5,846,0.525974025974026,0.7376719139821506
RF,2,5,857,0.6935064935064935,0.6925481888087108
RF,2,5,867,0.8324675324675326,0.9245368093031666
RF,2,5,869,0.6311688311688312,0.8983692378190334
RF,2,5,886,0.6324675324675325,0.6335188470570009
RF,2,5,889,0.7467532467532467,0.8335986939563154
RF,2,5,893,0.3038961038961039,0.5976307125935915
RF,2,5,904,0.48181818181818176,0.7302685481867701
RF,2,5,914,0.7818181818181819,0.9135202738421038
RF,2,5,926,0.4948051948051948,0.9330454900398142
RF,2,5,936,0.751948051948052,0.8579323743970655
RF,2,5,939,0.8428571428571429,0.8486522320715101
RF,2,5,941,0.8688311688311688,0.8588527194296085
RF,2,5,943,0.5896103896103897,0.47922557965569546
RF,2,5,946,0.8584415584415584,0.9173039189330209
RF,2,5,952,0.42727272727272725,0.8150901952614058
RF,2,5,965,0.6740259740259741,0.8919139533239079
RF,2,5,988,0.7727272727272727,0.8445592622526057
RF,2,5,994,0.8103896103896104,0.917195501801393
RF,2,5,1004,0.5181818181818182,0.45172205637619434
RF,2,5,1009,0.803896103896104,0.8961904161505814
RF,2,5,1018,0.8246753246753247,0.9522228511079033
RF,2,5,1033,0.8298701298701299,0.8470351664123124
RF,2,5,1034,0.8662337662337661,0.9048104757102224
RF,2,5,1043,0.8155844155844156,0.8377899568715559
RF,2,5,1061,0.4701298701298702,0.7188238802716868
RF,2,5,1073,0.9077922077922078,0.8998324279261481
RF,2,5,1074,0.8168831168831169,0.8085830420869302
RF,2,5,1079,0.7090909090909091,0.9145594740536788
RF,2,5,1084,0.48181818181818176,-0.06800888661139946
RF,2,5,1106,0.8116883116883117,0.8551296686797127
RF,2,5,1108,0.8324675324675326,0.8618259693053525
RF,2,5,1110,0.5,0.5613473757830428
RF,2,5,1111,0.5675324675324676,0.8077354668956357
RF,2,5,1113,0.8337662337662338,0.798808594934338
RF,2,5,1114,0.7727272727272727,0.921281345663353
RF,2,5,1117,0.6805194805194805,0.9037263964130174
RF,2,5,1132,0.4051948051948052,0.5981889570282763
RF,2,5,1137,0.6753246753246753,0.82781662564205
RF,2,5,1138,0.6428571428571428,0.9369584234138708
RF,2,5,1140,0.38831168831168833,0.590785642843534
RF,2,5,1142,0.7506493506493507,0.8597040517541333
RF,2,5,1145,0.5324675324675324,0.9291562476424365
RF,2,5,1146,0.5922077922077922,0.9050102968972605
RF,2,5,1151,0.7493506493506493,0.8878386012990378
RF,2,5,1168,0.587012987012987,0.8937704720309071
RF,2,5,1169,0.6987012987012987,0.8489570270078335
RF,2,5,1177,0.8688311688311688,0.7775659960635436
RF,2,5,1178,0.8012987012987013,0.9214871106813404
RF,2,5,1182,0.6558441558441558,0.8930094433538982
RF,2,5,1190,0.38311688311688313,0.8583079270578206
RF,2,5,1197,0.27792207792207796,0.265731539600371
RF,2,5,1204,0.857142857142857,0.9087177923531046
RF,2,5,1208,0.696103896103896,0.9273312409863254
RF,2,5,1211,0.464935064935065,0.9420915411021167
RF,2,5,1220,0.735064935064935,0.7084616040882884
RF,2,5,1226,0.9194805194805193,0.9333093237290135
RF,2,5,1235,0.7831168831168831,0.872038673705697
RF,2,5,1240,0.45714285714285713,0.8436838943399263
RF,2,5,1249,0.7714285714285715,0.9515688729588682
RF,2,5,1253,0.3701298701298701,0.48589425576618217
RF,2,5,1255,0.7506493506493507,0.8756631364403306
RF,2,5,1258,0.8298701298701299,0.578938037264979
RF,2,5,1262,0.7987012987012986,0.4407905929400895
RF,2,5,1268,0.9194805194805193,0.9647684660206972
RF,2,5,1271,0.7025974025974026,0.7991163023503273
RF,2,5,1278,0.6168831168831169,0.6078957654647277
RF,2,5,1284,0.6805194805194805,0.8983375152304152
RF,2,5,1296,0.6987012987012987,0.909154616210783
RF,2,5,1309,0.6376623376623376,0.736642972776717
RF,2,5,1310,0.6571428571428571,0.7451744409703394
RF,2,5,1317,0.8506493506493505,0.8783911908915207
RF,2,5,1320,0.7545454545454545,0.8268348378556656
RF,2,5,1328,0.6051948051948052,0.924026034147895
RF,2,5,1334,0.8805194805194804,0.9324537305591373
RF,2,5,1339,0.7597402597402596,0.7519901478273362
RF,2,5,1345,0.7090909090909091,0.9202456383333102
RF,2,5,1347,0.5935064935064935,0.8431664817393244
RF,2,5,1361,0.8831168831168831,0.9133149611508938
RF,2,5,1366,0.9207792207792208,0.9143432712972399
RF,2,5,1378,0.6467532467532467,0.8492864912590004
RF,2,5,1379,0.6805194805194805,0.6985142876728829
RF,2,5,1385,0.4948051948051948,0.8107370912655637
RF,2,5,1391,0.5714285714285714,0.7182272496059772
RF,2,5,1393,0.7051948051948052,0.8823007693643743
RF,2,5,1417,0.7909090909090909,0.8727274398680342
RF,2,5,1421,0.5298701298701299,0.9245128119234725
RF,2,5,1424,0.574025974025974,0.5944476409846543
RF,2,5,1435,0.42207792207792205,0.8202159022140586
RF,2,5,1436,0.3181818181818181,0.8389721314584824
RF,2,5,1457,0.8285714285714286,0.9437944094716719
RF,2,5,1458,0.6051948051948052,0.4870778391805303
RF,2,5,1460,0.5298701298701299,0.7641250447768795
RF,2,5,1468,0.7688311688311688,0.9034938316920338
RF,2,5,1471,0.8103896103896104,0.9056076088087479
RF,2,5,1477,0.5077922077922078,0.5274123630203806
RF,2,5,1480,0.7792207792207791,0.8970235948564693
RF,2,5,1481,0.7584415584415585,0.9152505206037503
RF,2,5,1487,0.31428571428571433,0.8940982116390641
RF,2,5,1489,0.7727272727272727,0.9383268817700232
RF,2,5,1491,0.7155844155844155,0.7693630406262327
RF,2,5,1497,0.8480519480519481,0.93493052529393
RF,2,5,1501,0.6610389610389611,0.78318558263299
RF,2,5,1505,0.7922077922077921,0.9480425382519597
RF,2,5,1519,0.6532467532467533,0.7458137676183683
RF,2,5,1527,0.7415584415584415,0.8143466443199548
RF,2,5,1530,0.8,0.916469300984851
RF,2,5,1531,0.7753246753246753,0.925001964818237
RF,2,5,1539,0.8259740259740259,0.725634559480289
RF,2,5,1540,0.6337662337662338,0.8962536467239555
RF,2,5,1543,0.35844155844155845,0.6520502168182799
RF,2,5,1544,0.6649350649350649,0.9050849676967845
RF,2,5,1552,0.8467532467532467,0.9395681130549216
RF,2,5,1555,0.8493506493506494,0.8810664166725996
RF,2,5,1556,0.6870129870129871,0.6913575057110626
RF,2,5,1561,0.5649350649350648,0.8533402446058973
RF,2,5,1565,0.5857142857142857,0.8602751603218538
RF,2,5,1573,0.838961038961039,0.8514414722016761
RF,2,5,1587,0.4753246753246753,0.8359455726994383
RF,2,5,1588,0.6194805194805195,0.8993950291184503
RF,2,5,1593,0.46753246753246747,0.5369613494923859
RF,2,5,1600,0.5662337662337662,0.809653152485301
RF,2,5,1610,0.7246753246753247,0.5296821791739773
RF,2,5,1611,0.857142857142857,0.8411717262808656
RF,2,5,1618,0.8558441558441559,0.9319738644979954
RF,2,5,1619,0.6571428571428571,0.9155121470988344
RF,2,5,1627,0.6740259740259741,0.9355503433902711
RF,2,5,1641,0.8792207792207792,0.46700323398337446
RF,2,5,1642,0.551948051948052,0.8492006594363858
RF,2,5,1644,0.8987012987012987,0.9044106361187546
RF,2,5,1657,0.5844155844155844,0.7926831276800206
RF,2,5,1662,0.07012987012987014,0.6244151884616203
RF,2,5,1667,0.7948051948051948,0.8562192399144704
RF,2,5,1676,0.7571428571428571,0.8675100254548644
RF,2,5,1682,0.5662337662337662,0.567884783714256
RF,2,5,1691,0.8610389610389609,0.8464460053099475
RF,2,5,1701,0.7285714285714285,0.7875224091102865
RF,2,5,1709,0.6311688311688312,0.837864745832887
RF,2,5,1712,0.42207792207792205,0.9210989789012087
RF,2,5,1715,0.7064935064935066,0.8858537026034186
RF,2,5,1719,0.7753246753246753,0.9304685425820213
RF,2,5,1720,0.7922077922077921,0.7883619121571945
RF,2,5,1723,0.9090909090909091,0.9546988817107026
RF,2,5,1733,0.7727272727272727,0.9199381838108772
RF,2,5,1736,0.4753246753246753,0.45727414373120945
RF,2,5,1738,0.5883116883116883,0.8996978492440193
RF,2,5,1743,0.7584415584415585,0.645276350748552
RF,2,5,1747,0.9025974025974025,0.9246120246096678
RF,2,5,1757,0.8506493506493505,0.9265832140072793
RF,2,5,1758,0.5701298701298702,0.8550393469643898
RF,2,5,1759,0.7909090909090909,0.8913600041162991
RF,2,5,1777,0.4805194805194805,0.7259473171063737
RF,2,5,1780,0.6428571428571428,0.8281429466442014
RF,3,4,23,0.851948051948052,0.7397597769014765
RF,3,4,29,0.8532467532467533,0.9211563216130713
RF,3,4,30,0.6818181818181818,0.5895793056461621
RF,3,4,32,0.7974025974025974,0.8621197927971944
RF,3,4,44,0.803896103896104,0.9271743955611518
RF,3,4,49,0.8220779220779221,0.7891018542430851
RF,3,4,51,0.7571428571428571,0.9299848256270891
RF,3,4,59,0.6584415584415585,0.7856378590728095
RF,3,4,65,0.8597402597402597,0.8902902225575569
RF,3,4,67,0.7883116883116883,0.9691258512363267
RF,3,4,69,0.7272727272727273,0.7164824214586579
RF,3,4,70,0.7311688311688312,0.8125418635314
RF,3,4,71,0.8194805194805195,0.9048654611120973
RF,3,4,73,0.7428571428571429,0.4539354928333791
RF,3,4,76,0.8272727272727272,0.7761216121324112
RF,3,4,78,0.6155844155844156,0.8839571612977919
RF,3,4,99,0.7207792207792209,0.7745494939150678
RF,3,4,109,0.7935064935064934,0.749916462182683
RF,3,4,111,0.7961038961038961,0.7957678345927361
RF,3,4,115,0.8246753246753247,0.941299121704408
RF,3,4,123,0.8129870129870129,0.9170565979615388
RF,3,4,124,0.8142857142857143,0.9274433207827968
RF,3,4,135,0.6857142857142857,0.6419653215061658
RF,3,4,162,0.864935064935065,0.8772512724129067
RF,3,4,168,0.6831168831168831,0.6921380735737944
RF,3,4,173,0.48441558441558447,0.41779704299818987
RF,3,4,185,0.7883116883116883,0.9650314824249031
RF,3,4,188,0.6701298701298701,0.7264856235498611
RF,3,4,196,0.6428571428571428,0.9487157433211849
RF,3,4,203,0.5233766233766234,0.747884659251687
RF,3,4,210,0.8454545454545455,0.9662415491659495
RF,3,4,212,0.8,0.7971427271080813
RF,3,4,220,0.5558441558441559,0.7426838936128605
RF,3,4,233,0.5688311688311689,0.5965098227384389
RF,3,4,237,0.8064935064935065,0.8942775074634587
RF,3,4,239,0.7883116883116883,0.6923009243059934
RF,3,4,240,0.8558441558441559,0.9486481033009306
RF,3,4,247,0.5714285714285714,0.6190692739448626
RF,3,4,251,0.7948051948051948,0.7764486912346044
RF,3,4,254,0.6649350649350649,0.8275124632575512
RF,3,4,259,0.6597402597402597,0.5823263486873869
RF,3,4,261,0.9064935064935065,0.958836419855728
RF,3,4,270,0.7064935064935066,0.9522667233214113
RF,3,4,275,0.48181818181818176,0.6611029965830958
RF,3,4,289,0.8948051948051948,0.9695269238946217
RF,3,4,297,0.6740259740259741,0.6079557624377379
RF,3,4,298,0.5883116883116883,0.6258971748090093
RF,3,4,303,0.6974025974025975,0.8249061710122352
RF,3,4,305,0.8168831168831169,0.8311779577066392
RF,3,4,316,0.7753246753246753,0.7936146764076808
RF,3,4,322,0.8999999999999999,0.8714387079736388
RF,3,4,324,0.7415584415584415,0.9639196626236087
RF,3,4,331,0.9233766233766234,0.9411214982396445
RF,3,4,332,0.587012987012987,0.6926699169400358
RF,3,4,339,0.8064935064935065,0.9069823892348068
RF,3,4,342,0.6376623376623376,0.7753218677927127
RF,3,4,344,0.735064935064935,0.8027198257694472
RF,3,4,350,0.5792207792207792,0.7785651362683306
RF,3,4,351,0.487012987012987,0.7783831495764649
RF,3,4,352,0.6675324675324676,0.35295864201172716
RF,3,4,354,0.7168831168831169,0.567467360744298
RF,3,4,365,0.6740259740259741,0.7839564503680597
RF,3,4,366,0.6038961038961038,0.8011932694115992
RF,3,4,371,0.8480519480519481,0.9436222574066168
RF,3,4,374,0.6311688311688312,0.5037787669829609
RF,3,4,382,0.735064935064935,0.8676171990632682
RF,3,4,383,0.8246753246753247,0.9120789066272528
RF,3,4,394,0.877922077922078,0.8972840394149492
RF,3,4,398,0.6,0.6953948918838545
RF,3,4,411,0.7506493506493507,0.7690493109155081
RF,3,4,413,0.6402597402597403,0.7679155169173648
RF,3,4,415,0.864935064935065,0.5939697162165241
RF,3,4,416,0.7077922077922078,0.6756585204846031
RF,3,4,422,0.8090909090909091,0.9337536628595218
RF,3,4,426,0.7324675324675325,0.8023230164280961
RF,3,4,429,0.6597402597402597,0.5821324382318436
RF,3,4,432,0.7415584415584415,0.7720107463132254
RF,3,4,439,0.7051948051948052,0.8880577038534216
RF,3,4,450,0.8324675324675326,0.8436939646772882
RF,3,4,453,0.6818181818181818,0.7490957648522005
RF,3,4,462,0.7272727272727273,0.8386454350374926
RF,3,4,464,0.7103896103896103,0.9087102494842862
RF,3,4,471,0.8376623376623376,0.8594280171595479
RF,3,4,479,0.7194805194805195,0.7317881969007357
RF,3,4,481,0.7636363636363636,0.6412970375429372
RF,3,4,482,0.9402597402597404,0.9223983401267594
RF,3,4,483,0.851948051948052,0.9753586691022581
RF,3,4,485,0.7376623376623377,0.942452268993744
RF,3,4,495,0.7298701298701298,0.963066654372352
RF,3,4,506,0.6363636363636362,0.7996011280232604
RF,3,4,514,0.6831168831168831,0.5320888890966488
RF,3,4,518,0.7311688311688312,0.8411865856544976
RF,3,4,526,0.7103896103896103,0.8683845360184409
RF,3,4,527,0.748051948051948,0.620635317252803
RF,3,4,530,0.838961038961039,0.9615549534934301
RF,3,4,534,0.6454545454545455,0.8367882521198088
RF,3,4,535,0.6571428571428571,0.5686042238533346
RF,3,4,544,0.4077922077922078,0.39506499819497576
RF,3,4,548,0.7857142857142857,0.7477952962273323
RF,3,4,561,0.8090909090909091,0.9212941579155249
RF,3,4,567,0.7324675324675325,0.9056318737591897
RF,3,4,576,0.548051948051948,0.6657915738793987
RF,3,4,582,0.7025974025974026,0.753689939941167
RF,3,4,583,0.6701298701298701,0.96598507057289
RF,3,4,584,0.5662337662337662,0.8534073585305036
RF,3,4,585,0.5610389610389611,0.6810886580085368
RF,3,4,588,0.7870129870129869,0.8981883367374792
RF,3,4,590,0.7025974025974026,0.9504804096481636
RF,3,4,593,0.7623376623376623,0.9144797311444313
RF,3,4,596,0.896103896103896,0.8888885845050646
RF,3,4,602,0.6,0.7273783806759924
RF,3,4,609,0.9441558441558441,0.7424189925533269
RF,3,4,610,0.8,0.6886723256755466
RF,3,4,613,0.45584415584415583,0.6450158405052706
RF,3,4,617,0.838961038961039,0.911269291754911
RF,3,4,628,0.7155844155844155,0.9239239196177866
RF,3,4,631,0.7311688311688312,0.8524165297095135
RF,3,4,637,0.7597402597402596,0.9089833533720424
RF,3,4,650,0.8831168831168831,0.8724292818531657
RF,3,4,651,0.8792207792207792,0.9580485158424531
RF,3,4,654,0.8688311688311688,0.8370490540668329
RF,3,4,660,0.7662337662337663,0.7128820522166385
RF,3,4,680,0.7324675324675325,0.7655354793640223
RF,3,4,693,0.48441558441558447,-0.0673466624147805
RF,3,4,705,0.7324675324675325,0.8099730346028067
RF,3,4,710,0.9402597402597404,0.7848277937398284
RF,3,4,720,0.7857142857142857,0.8550879540596353
RF,3,4,721,0.8545454545454545,0.7973056934627797
RF,3,4,733,0.5805194805194805,0.9157916112310195
RF,3,4,736,0.8480519480519481,0.9086682682053617
RF,3,4,741,0.735064935064935,0.6907826855578486
RF,3,4,756,0.6376623376623376,0.4582804473578851
RF,3,4,757,0.648051948051948,0.6760509869799161
RF,3,4,764,0.8051948051948051,0.8751800266790044
RF,3,4,771,0.764935064935065,0.8332906038444341
RF,3,4,777,0.6168831168831169,0.405773881222738
RF,3,4,778,0.7129870129870131,0.27978192217026265
RF,3,4,780,0.6974025974025975,0.8797656892886492
RF,3,4,781,0.45974025974025967,0.6444558405494745
RF,3,4,782,0.6818181818181818,0.7111583639261899
RF,3,4,798,0.7571428571428571,0.9143521546355907
RF,3,4,799,0.6402597402597403,0.7000685914657336
RF,3,4,816,0.6935064935064935,0.7229674108196544
RF,3,4,817,0.39610389610389607,0.5668578495854477
RF,3,4,824,0.509090909090909,0.7627926785894025
RF,3,4,838,0.8103896103896104,0.8058412049961333
RF,3,4,842,0.43506493506493504,0.7019663476381509
RF,3,4,846,0.8623376623376624,0.9244350895072336
RF,3,4,857,0.5,0.7104463611422996
RF,3,4,867,0.7493506493506493,0.845033292162692
RF,3,4,869,0.6610389610389611,0.9470010781539049
RF,3,4,886,0.5571428571428572,0.5189452862023067
RF,3,4,889,0.7311688311688312,0.7045885000821158
RF,3,4,893,0.735064935064935,0.8803276744297748
RF,3,4,904,0.7415584415584415,0.7556304351017085
RF,3,4,914,0.735064935064935,0.9227743971488572
RF,3,4,926,0.6987012987012987,0.9616791195216319
RF,3,4,936,0.7467532467532467,0.7680913685644774
RF,3,4,939,0.764935064935065,0.8143679635923164
RF,3,4,941,0.6246753246753247,0.526991238935193
RF,3,4,943,0.6506493506493506,0.5854452933688211
RF,3,4,946,0.7194805194805195,0.9078712622474138
RF,3,4,952,0.45194805194805193,0.6871664876059294
RF,3,4,965,0.7688311688311688,0.9591344148762632
RF,3,4,988,0.8012987012987013,0.8373462200904639
RF,3,4,994,0.7935064935064934,0.931502215906956
RF,3,4,1004,0.8662337662337661,0.8169433187387682
RF,3,4,1009,0.8272727272727272,0.8070044563877163
RF,3,4,1018,0.7311688311688312,0.8852139467400818
RF,3,4,1033,0.7376623376623377,0.7837307469330815
RF,3,4,1034,0.7792207792207791,0.8964969645142677
RF,3,4,1043,0.8545454545454545,0.9148451521573105
RF,3,4,1061,0.5233766233766234,0.7734367319085018
RF,3,4,1073,0.8558441558441559,0.8470069670559806
RF,3,4,1074,0.6246753246753247,0.7350335701715186
RF,3,4,1079,0.7558441558441559,0.9343128151835484
RF,3,4,1084,0.916883116883117,0.7363339579560896
RF,3,4,1106,0.696103896103896,0.5573467891231898
RF,3,4,1108,0.8012987012987013,0.7554099219581061
RF,3,4,1110,0.6753246753246753,0.6828022360499254
RF,3,4,1111,0.7376623376623377,0.8727489160202815
RF,3,4,1113,0.8818181818181818,0.8730113584280974
