Model,Repetition_A,Repetition_B,test_position,Local_Spearman,Local_Cosine
RF,1,3,350,0.5194805194805194,0.8219241712831422
RF,1,3,351,0.4701298701298702,0.5834626731803655
RF,1,3,352,0.5337662337662338,0.6707533275984554
RF,1,3,354,0.5363636363636364,0.5020800334729393
RF,1,3,365,0.47792207792207797,0.7646724172015673
RF,1,3,366,0.7922077922077921,0.8671643581790295
RF,1,3,371,0.8870129870129868,0.932936128682241
RF,1,3,374,0.5571428571428572,0.5493473296397515
RF,1,3,382,0.7545454545454545,0.8956029898992769
RF,1,3,383,0.5909090909090908,0.9110429454427729
RF,1,3,394,0.7272727272727273,0.8836051450321791
RF,1,3,398,0.42207792207792205,0.6191970985490505
RF,1,3,411,0.8233766233766234,0.8252933394596635
RF,1,3,413,0.6467532467532467,0.6308368417610626
RF,1,3,415,0.9077922077922078,0.9299806953389543
RF,1,3,416,0.5116883116883117,0.5266387600809048
RF,1,3,422,0.735064935064935,0.9394591129985888
RF,1,3,426,0.7805194805194805,0.9009966378949041
RF,1,3,429,0.6883116883116883,0.7922565157333521
RF,1,3,432,0.7584415584415585,0.8390507730281788
RF,1,3,439,0.8701298701298701,0.9430448494245462
RF,1,3,450,0.6506493506493506,0.8324662281294488
RF,1,3,453,0.212987012987013,0.3518363083747279
RF,1,3,462,0.7922077922077921,0.9479077322077251
