,Global_Spearman,Global_Spearman,Global_Spearman,Global_Spearman,Global_Spearman,Global_Cosine,Global_Cosine,Global_Cosine,Global_Cosine,Global_Cosine
,mean,std,median,min,max,mean,std,median,min,max
Model,,,,,,,,,,
LGBM,0.7516883116883116,0.05044283944202146,0.7467532467532467,0.6623376623376622,0.8103896103896104,0.9785161432838155,0.007715536248253906,0.9803717610220293,0.9679453854865526,0.9900551633687998
MLP,0.6151948051948052,0.17318403515240968,0.6766233766233766,0.2506493506493506,0.7805194805194805,0.9420041021567217,0.01693576617737479,0.9391177746368373,0.9132045104579898,0.9722563543910067
RF,0.8902597402597403,0.0365191993075903,0.887012987012987,0.8181818181818182,0.9363636363636364,0.9821603230413991,0.0068289219767148504,0.9828191062269547,0.9715619878779825,0.9921392388484299
XGB,0.7637662337662338,0.06302664586697605,0.7720779220779221,0.6727272727272726,0.8623376623376624,0.9874251883675464,0.004049578476413006,0.9864511668349354,0.9807921915418512,0.9953446764866986
