Comparison,Local_Spearman_mean,Local_Spearman_std,Local_Spearman_median,Local_Cosine_mean,Local_Cosine_std,Local_Cosine_median
RF vs RF-RID,0.22746618046445155,0.2100027580878677,0.24052284646041733,0.19611994874472133,0.22016713376187227,0.20736422168700577
