test_index,Local_Spearman_rho,Local_Spearman_p_value,Local_Cosine_similarity
1435,-0.10008227820562743,0.6660048640566664,0.07081191075740136
1436,0.13795124833748648,0.5509583012930455,0.2067524688642994
1457,-0.007559289460184544,0.9740572652609133,0.4281152833894008
1458,0.4185097528411261,0.05900641188733572,0.606466395548188
1460,0.529150262212918,0.013640975385103775,0.6026550416134193
1468,0.7435591996290615,0.00011196756021449977,0.47693627797876237
1471,-0.021990660247809584,0.9246213175465658,-0.12098813108026898
1477,0.4831073173190667,0.026521884428922417,0.6364803927913542
1480,0.45630620014204887,0.03760149893515779,0.4931521015570616
1481,0.2343379732657209,0.3065718326263378,0.47260214147283996
1487,0.22045150469617938,0.3369241476689229,0.2791963290608715
1489,0.3327059518727615,0.14057485136802794,0.25286546105446545
1491,0.403391173920757,0.06978172083222205,0.315376880253206
1497,-0.27419604496487576,0.22905181815994963,-0.22616998657088802
1501,0.4356899561597274,0.048354516899628885,0.2403783907438574
1505,0.4315667073632631,0.05076405820398135,0.02010218372346223
1519,0.48585614985004294,0.02555087131006473,0.3534345004915481
1527,0.14912416480545873,0.51882953353096,-0.05177581956513842
1530,0.29137624828347697,0.20001237634972252,0.09165712478135069
1531,0.23708680579669705,0.30076774504320236,0.125157546132653
1539,0.10376842804435148,0.65442712610596,0.034593562145688816
1540,0.18554619584089332,0.4206795854632498,0.0645674751355404
1543,0.32436223865519137,0.15142300217544533,0.2847630756289923
1544,0.23983563832767324,0.29503139244575827,0.20656135170554013
1552,0.45424457574381677,0.038584056510972665,0.5539202866703719
1555,0.2886274157525008,0.2044839310610142,0.14790321053448616
1556,-0.0625359400797085,0.7877057178072103,-0.030112713058597064
1561,0.39170863566410813,0.07907532657715549,0.11390645378399783
1565,0.21233672538220957,0.35545255996551844,0.2731273229190117
1573,0.4494341188146084,0.04095456475876376,0.24417116716210477
1587,0.3298599037171437,0.1442115581460835,0.17463801839031434
1588,0.3793388892747153,0.08989134609338788,0.31525870843130277
1593,0.319551781725983,0.15793675141904853,0.4142754461285054
1600,0.02611390904427388,0.9105380559798187,-0.16380212397285268
1610,0.36422031035434616,0.10455019663010401,0.29559398460884684
1611,0.20016455641125486,0.38432511474889797,0.06292045836331142
1618,-0.048104569292083454,0.8359601079839512,-0.2547611912088339
1619,0.6219233601333648,0.0026118179682773756,0.4582046743736353
1627,-0.10445563617709552,0.652277012270431,-0.12899579613914755
1641,0.048688675883818755,0.8339947548578239,0.13171312187263692
1642,0.2968739133454294,0.1912671371684956,0.039217387900867665
1644,0.09895797111514312,0.6695509222245217,0.20797597450971214
1657,0.38964701126587603,0.08080690485887627,0.27283034124632155
1662,-0.13950325094704202,0.5464422322099552,-0.2011381923229931
